pair_id,contrast,class_name,feature,distance
P001,client_browser,trustarc.com,ipv4_ttl,1.11022302463e-15
P001,client_browser,trustarc.com,tcp_flag_pattern,0.0347222082075
P001,client_browser,trustarc.com,tcp_window_raw,0.0813259775455
P001,client_browser,waze.com,direction,0.00383029513242
P001,client_browser,waze.com,iat_us,0.1736091673
P001,client_browser,waze.com,ip_total_length_bytes,0.0745349469261
P001,client_browser,waze.com,ipv4_ttl,6.66133814775e-16
P001,client_browser,waze.com,tcp_flag_pattern,0.00698030969118
P001,client_browser,waze.com,tcp_window_raw,0.00867079623177
P001,client_browser,ubuntu.com,direction,0.00302731518297
P001,client_browser,ubuntu.com,iat_us,0.0666154524011
P001,client_browser,ubuntu.com,ip_total_length_bytes,0.0842574653799
P001,client_browser,ubuntu.com,ipv4_ttl,2.22044604925e-16
P001,client_browser,ubuntu.com,tcp_flag_pattern,0.0121957517761
P001,client_browser,ubuntu.com,tcp_window_raw,0.010298102981
P001,client_browser,web.de,direction,0.00786113123851
P001,client_browser,web.de,iat_us,0.0376296796359
P001,client_browser,web.de,ip_total_length_bytes,0.0515846317737
P001,client_browser,web.de,ipv4_ttl,8.65973959208e-15
P001,client_browser,web.de,tcp_flag_pattern,0.0219313235647
P001,client_browser,web.de,tcp_window_raw,0.00948948948949
P002,client_browser,arin.net,direction,0.028632836657
P002,client_browser,arin.net,iat_us,0.111329916639
P002,client_browser,arin.net,ip_total_length_bytes,0.144131563373
P002,client_browser,arin.net,ipv4_ttl,0.551551814798
P002,client_browser,arin.net,tcp_flag_pattern,0.0261712973017
P002,client_browser,arin.net,tcp_window_raw,0.0585386601232
P002,client_browser,adblockplus.org,direction,0.0188930545493
P002,client_browser,adblockplus.org,iat_us,0.156138397402
P002,client_browser,adblockplus.org,ip_total_length_bytes,0.210164424267
P002,client_browser,adblockplus.org,ipv4_ttl,5.55111512313e-15
P002,client_browser,adblockplus.org,tcp_flag_pattern,0.0384282464805
P002,client_browser,adblockplus.org,tcp_window_raw,0.00857480369675
P002,client_browser,flipboard.com,direction,0.0143630276941
P002,client_browser,flipboard.com,iat_us,0.0982815422412
P002,client_browser,flipboard.com,ip_total_length_bytes,0.124241133075
P002,client_browser,flipboard.com,ipv4_ttl,0.159152734735
P002,client_browser,flipboard.com,tcp_flag_pattern,0.00632337488887
P002,client_browser,flipboard.com,tcp_window_raw,0.00452246732948
P002,client_browser,garmin.com,direction,0.00152187115941
P002,client_browser,garmin.com,iat_us,0.0738315502793
P002,client_browser,garmin.com,ip_total_length_bytes,0.0855634397582
P002,client_browser,garmin.com,ipv4_ttl,3.10862446895e-15
P002,client_browser,garmin.com,tcp_flag_pattern,0.0281921909824
P002,client_browser,garmin.com,tcp_window_raw,0.00519215231569
P002,client_browser,getpocket.com,direction,0.00235860892615
P002,client_browser,getpocket.com,iat_us,0.119124762364
P002,client_browser,getpocket.com,ip_total_length_bytes,0.178978814863
P002,client_browser,getpocket.com,ipv4_ttl,5.44009282066e-15
P002,client_browser,getpocket.com,tcp_flag_pattern,0.0383287768002
P002,client_browser,getpocket.com,tcp_window_raw,5.44009282066e-15
P002,client_browser,joinhoney.com,direction,0.00348144036684
P002,client_browser,joinhoney.com,iat_us,0.0521362946399
P002,client_browser,joinhoney.com,ip_total_length_bytes,0.0571292472076
P002,client_browser,joinhoney.com,ipv4_ttl,1.11022302463e-15
P002,client_browser,joinhoney.com,tcp_flag_pattern,0.00434236961485
P002,client_browser,joinhoney.com,tcp_window_raw,0.0132404181185
P002,client_browser,trustarc.com,direction,0.0097404079304
P002,client_browser,trustarc.com,iat_us,0.132052052052
P002,client_browser,trustarc.com,ip_total_length_bytes,0.111925545571
P002,client_browser,trustarc.com,ipv4_ttl,1.99840144433e-15
P002,client_browser,trustarc.com,tcp_flag_pattern,0.00556625303095
P002,client_browser,trustarc.com,tcp_window_raw,0.00600484952218
P002,client_browser,waze.com,direction,0.00345733760368
P002,client_browser,waze.com,iat_us,0.257834084084
P002,client_browser,waze.com,ip_total_length_bytes,0.106984262825
P002,client_browser,waze.com,ipv4_ttl,3.10862446895e-15
P002,client_browser,waze.com,tcp_flag_pattern,0.0333601310495
P002,client_browser,waze.com,tcp_window_raw,0.0180603640167
P002,client_browser,ubuntu.com,direction,0.0697309904948
P002,client_browser,ubuntu.com,iat_us,0.0790825440825
P002,client_browser,ubuntu.com,ip_total_length_bytes,0.166758014486
P002,client_browser,ubuntu.com,ipv4_ttl,0.597102264208
P002,client_browser,ubuntu.com,tcp_flag_pattern,0.0760779920408
P002,client_browser,ubuntu.com,tcp_window_raw,0.0108401084011
P002,client_browser,web.de,direction,0.00260302908747
P002,client_browser,web.de,iat_us,0.0549461038848
P002,client_browser,web.de,ip_total_length_bytes,0.0499425613656
P002,client_browser,web.de,ipv4_ttl,6.66133814775e-15
P002,client_browser,web.de,tcp_flag_pattern,0.00698927893721
P002,client_browser,web.de,tcp_window_raw,0.00261437908497
P003,client_browser,arin.net,direction,0.00553079617175
P003,client_browser,arin.net,iat_us,0.0419460575558
P003,client_browser,arin.net,ip_total_length_bytes,0.0593591971357
P003,client_browser,arin.net,ipv4_ttl,0.00553079617175
P003,client_browser,arin.net,tcp_flag_pattern,0.0161650265451
P003,client_browser,arin.net,tcp_window_raw,0.0179765130985
P003,client_browser,adblockplus.org,direction,0.102013162989
P003,client_browser,adblockplus.org,iat_us,0.152601626016
P003,client_browser,adblockplus.org,ip_total_length_bytes,0.229423151374
P003,client_browser,adblockplus.org,ipv4_ttl,0.102013162989
P003,client_browser,adblockplus.org,tcp_flag_pattern,0.0347012517744
P003,client_browser,adblockplus.org,tcp_window_raw,0.0417989417989
P003,client_browser,flipboard.com,direction,0.042611949929
P003,client_browser,flipboard.com,iat_us,0.0827371273713
P003,client_browser,flipboard.com,ip_total_length_bytes,0.144083107498
P003,client_browser,flipboard.com,ipv4_ttl,0.042611949929
P003,client_browser,flipboard.com,tcp_flag_pattern,0.0494386372435
P003,client_browser,flipboard.com,tcp_window_raw,0.0729513485611
P003,client_browser,garmin.com,direction,0.0343603451872
P003,client_browser,garmin.com,iat_us,0.104530110814
P003,client_browser,garmin.com,ip_total_length_bytes,0.0740952483963
P003,client_browser,garmin.com,ipv4_ttl,0.0343603451872
P003,client_browser,garmin.com,tcp_flag_pattern,0.00358411170428
P003,client_browser,garmin.com,tcp_window_raw,0.140903811636
P003,client_browser,getpocket.com,direction,0.0116980435585
P003,client_browser,getpocket.com,iat_us,0.0682212096846
P003,client_browser,getpocket.com,ip_total_length_bytes,0.0606361511013
P003,client_browser,getpocket.com,ipv4_ttl,0.0116980435585
P003,client_browser,getpocket.com,tcp_flag_pattern,0.00198166605144
P003,client_browser,getpocket.com,tcp_window_raw,0.0207758090316
P003,client_browser,joinhoney.com,direction,0.0234097070788
P003,client_browser,joinhoney.com,iat_us,0.0619172133806
P003,client_browser,joinhoney.com,ip_total_length_bytes,0.0683102812955
P003,client_browser,joinhoney.com,ipv4_ttl,0.0234097070788
P003,client_browser,joinhoney.com,tcp_flag_pattern,0.00895894968903
P003,client_browser,joinhoney.com,tcp_window_raw,0.0334290876693
P003,client_browser,trustarc.com,direction,0.0145880087557
P003,client_browser,trustarc.com,iat_us,0.0659125361612
P003,client_browser,trustarc.com,ip_total_length_bytes,0.0817345366639
P003,client_browser,trustarc.com,ipv4_ttl,0.0145880087557
P003,client_browser,trustarc.com,tcp_flag_pattern,0.0377952468025
P003,client_browser,trustarc.com,tcp_window_raw,0.0174363880354
P003,client_browser,waze.com,direction,0.00580203897277
P003,client_browser,waze.com,iat_us,0.0699649086235
P003,client_browser,waze.com,ip_total_length_bytes,0.0397128661763
P003,client_browser,waze.com,ipv4_ttl,0.00580203897278
P003,client_browser,waze.com,tcp_flag_pattern,0.000147115756873
P003,client_browser,waze.com,tcp_window_raw,0.072760356175
P003,client_browser,ubuntu.com,direction,0.021164021164
P003,client_browser,ubuntu.com,iat_us,0.0536585365854
P003,client_browser,ubuntu.com,ip_total_length_bytes,0.0502645502645
P003,client_browser,ubuntu.com,ipv4_ttl,0.021164021164
P003,client_browser,ubuntu.com,tcp_flag_pattern,0.0285714285714
P003,client_browser,ubuntu.com,tcp_window_raw,0.0343915343915
P003,client_browser,web.de,direction,0.0118170186559
P003,client_browser,web.de,iat_us,0.0697302222312
P003,client_browser,web.de,ip_total_length_bytes,0.031460278091
P003,client_browser,web.de,ipv4_ttl,0.0118170186559
P003,client_browser,web.de,tcp_flag_pattern,0.00291504595705
P003,client_browser,web.de,tcp_window_raw,0.0287271765393
P004,client_browser,arin.net,direction,0.0142857142857
P004,client_browser,arin.net,iat_us,0.0428184281843
P004,client_browser,arin.net,ip_total_length_bytes,0.159788359788
P004,client_browser,arin.net,ipv4_ttl,0.793121693122
P004,client_browser,arin.net,tcp_flag_pattern,0.0269841269841
P004,client_browser,arin.net,tcp_window_raw,0.0312169312169
P004,client_browser,adblockplus.org,direction,0.143386243386
P004,client_browser,adblockplus.org,iat_us,0.20379403794
P004,client_browser,adblockplus.org,ip_total_length_bytes,0.297354497354
P004,client_browser,adblockplus.org,ipv4_ttl,0.143386243386
P004,client_browser,adblockplus.org,tcp_flag_pattern,0.126984126984
P004,client_browser,adblockplus.org,tcp_window_raw,0.0386243386243
P004,client_browser,flipboard.com,direction,0.00810485810486
P004,client_browser,flipboard.com,iat_us,0.153677443751
P004,client_browser,flipboard.com,ip_total_length_bytes,0.124843674844
P004,client_browser,flipboard.com,ipv4_ttl,0.00810485810486
P004,client_browser,flipboard.com,tcp_flag_pattern,0.00026455026455
P004,client_browser,flipboard.com,tcp_window_raw,0.0536796536797
P004,client_browser,garmin.com,direction,0.0463349706724
P004,client_browser,garmin.com,iat_us,0.101023444127
P004,client_browser,garmin.com,ip_total_length_bytes,0.180501563303
P004,client_browser,garmin.com,ipv4_ttl,0.0463349706724
P004,client_browser,garmin.com,tcp_flag_pattern,0.0491499858784
P004,client_browser,garmin.com,tcp_window_raw,0.0953509766515
P004,client_browser,getpocket.com,direction,0.0129075919774
P004,client_browser,getpocket.com,iat_us,0.0731191121435
P004,client_browser,getpocket.com,ip_total_length_bytes,0.0880275624462
P004,client_browser,getpocket.com,ipv4_ttl,0.0129075919774
P004,client_browser,getpocket.com,tcp_flag_pattern,0.00424510889628
P004,client_browser,getpocket.com,tcp_window_raw,0.010028300726
P004,client_browser,joinhoney.com,direction,0.015804733098
P004,client_browser,joinhoney.com,iat_us,0.0480394019547
P004,client_browser,joinhoney.com,ip_total_length_bytes,0.0429529422011
P004,client_browser,joinhoney.com,ipv4_ttl,0.015804733098
P004,client_browser,joinhoney.com,tcp_flag_pattern,0.0073894269383
P004,client_browser,joinhoney.com,tcp_window_raw,0.02814312288
P004,client_browser,trustarc.com,direction,0.0390032890033
P004,client_browser,trustarc.com,iat_us,0.0816335504391
P004,client_browser,trustarc.com,ip_total_length_bytes,0.0936657455775
P004,client_browser,trustarc.com,ipv4_ttl,0.0390032890033
P004,client_browser,trustarc.com,tcp_flag_pattern,0.0504586729587
P004,client_browser,trustarc.com,tcp_window_raw,0.0366675499028
P004,client_browser,waze.com,direction,0.00740740740741
P004,client_browser,waze.com,iat_us,0.0585365853659
P004,client_browser,waze.com,ip_total_length_bytes,0.026455026455
P004,client_browser,waze.com,ipv4_ttl,0.00740740740741
P004,client_browser,waze.com,tcp_flag_pattern,0.0301587301587
P004,client_browser,waze.com,tcp_window_raw,0.0677248677249
P004,client_browser,ubuntu.com,direction,0.0285714285714
P004,client_browser,ubuntu.com,iat_us,0.220054200542
P004,client_browser,ubuntu.com,ip_total_length_bytes,0.207407407407
P004,client_browser,ubuntu.com,ipv4_ttl,0.644444444444
P004,client_browser,ubuntu.com,tcp_flag_pattern,0.195238095238
P004,client_browser,ubuntu.com,tcp_window_raw,0.073544973545
P004,client_browser,web.de,direction,0.00397232397233
P004,client_browser,web.de,iat_us,0.0632040407091
P004,client_browser,web.de,ip_total_length_bytes,0.032967032967
P004,client_browser,web.de,ipv4_ttl,0.00397232397233
P004,client_browser,web.de,tcp_flag_pattern,0.0206430606431
P004,client_browser,web.de,tcp_window_raw,0.0362311762312
P005,client_os,arin.net,direction,0.256978226537
P005,client_os,arin.net,iat_us,0.502288829397
P005,client_os,arin.net,ip_total_length_bytes,0.296268413627
P005,client_os,arin.net,ipv4_ttl,0.200418358558
P005,client_os,arin.net,tcp_flag_pattern,0.153228536632
P005,client_os,arin.net,tcp_window_raw,0.135649705566
P005,client_os,adblockplus.org,direction,0.257491289199
P005,client_os,adblockplus.org,iat_us,0.487384823848
P005,client_os,adblockplus.org,ip_total_length_bytes,0.491147244806
P005,client_os,adblockplus.org,ipv4_ttl,0.22814556717
P005,client_os,adblockplus.org,tcp_flag_pattern,0.122506129823
P005,client_os,adblockplus.org,tcp_window_raw,0.0783197831978
P005,client_os,flipboard.com,direction,0.201456365512
P005,client_os,flipboard.com,iat_us,0.403503599595
P005,client_os,flipboard.com,ip_total_length_bytes,0.32793322683
P005,client_os,flipboard.com,ipv4_ttl,0.269028261711
P005,client_os,flipboard.com,tcp_flag_pattern,0.171886480033
P005,client_os,flipboard.com,tcp_window_raw,0.0751281999036
P005,client_os,garmin.com,direction,0.181942801299
P005,client_os,garmin.com,iat_us,0.364435791285
P005,client_os,garmin.com,ip_total_length_bytes,0.224341353398
P005,client_os,garmin.com,ipv4_ttl,0.26956743435
P005,client_os,garmin.com,tcp_flag_pattern,0.109204202688
P005,client_os,garmin.com,tcp_window_raw,0.11276914638
P005,client_os,getpocket.com,direction,0.236944308904
P005,client_os,getpocket.com,iat_us,0.508126376143
P005,client_os,getpocket.com,ip_total_length_bytes,0.465678172914
P005,client_os,getpocket.com,ipv4_ttl,0.207005660145
P005,client_os,getpocket.com,tcp_flag_pattern,0.233152256331
P005,client_os,getpocket.com,tcp_window_raw,0.0355377137935
P005,client_os,joinhoney.com,direction,0.237525459021
P005,client_os,joinhoney.com,iat_us,0.525950973791
P005,client_os,joinhoney.com,ip_total_length_bytes,0.320866754889
P005,client_os,joinhoney.com,ipv4_ttl,0.210215052495
P005,client_os,joinhoney.com,tcp_flag_pattern,0.210764819841
P005,client_os,joinhoney.com,tcp_window_raw,0.0584337051667
P005,client_os,trustarc.com,direction,0.254431395452
P005,client_os,trustarc.com,iat_us,0.550823464611
P005,client_os,trustarc.com,ip_total_length_bytes,0.419393985648
P005,client_os,trustarc.com,ipv4_ttl,0.209877785359
P005,client_os,trustarc.com,tcp_flag_pattern,0.245947424899
P005,client_os,trustarc.com,tcp_window_raw,0.120182604207
P005,client_os,waze.com,direction,0.242705951872
P005,client_os,waze.com,iat_us,0.488990932771
P005,client_os,waze.com,ip_total_length_bytes,0.274577262941
P005,client_os,waze.com,ipv4_ttl,0.218536585366
P005,client_os,waze.com,tcp_flag_pattern,0.146941608764
P005,client_os,waze.com,tcp_window_raw,0.0645270357465
P005,client_os,ubuntu.com,direction,0.182630016776
P005,client_os,ubuntu.com,iat_us,0.373441734417
P005,client_os,ubuntu.com,ip_total_length_bytes,0.219512195122
P005,client_os,ubuntu.com,ipv4_ttl,0.287830687831
P005,client_os,ubuntu.com,tcp_flag_pattern,0.115395534908
P005,client_os,ubuntu.com,tcp_window_raw,0.104516711834
P005,client_os,web.de,direction,0.197279799276
P005,client_os,web.de,iat_us,0.461800428672
P005,client_os,web.de,ip_total_length_bytes,0.241163117143
P005,client_os,web.de,ipv4_ttl,0.236815194665
P005,client_os,web.de,tcp_flag_pattern,0.201338903559
P005,client_os,web.de,tcp_window_raw,0.0593420313443
P006,client_os,arin.net,direction,0.255917000695
P006,client_os,arin.net,iat_us,0.50391043013
P006,client_os,arin.net,ip_total_length_bytes,0.302713669941
P006,client_os,arin.net,ipv4_ttl,0.221164021164
P006,client_os,arin.net,tcp_flag_pattern,0.0790293201163
P006,client_os,arin.net,tcp_window_raw,0.0577156148557
P006,client_os,adblockplus.org,direction,0.240585882049
P006,client_os,adblockplus.org,iat_us,0.447872628726
P006,client_os,adblockplus.org,ip_total_length_bytes,0.440263259775
P006,client_os,adblockplus.org,ipv4_ttl,0.241798941799
P006,client_os,adblockplus.org,tcp_flag_pattern,0.176745386501
P006,client_os,adblockplus.org,tcp_window_raw,0.101496967351
P006,client_os,flipboard.com,direction,0.127347414926
P006,client_os,flipboard.com,iat_us,0.266969430694
P006,client_os,flipboard.com,ip_total_length_bytes,0.206412561652
P006,client_os,flipboard.com,ipv4_ttl,0.347619047619
P006,client_os,flipboard.com,tcp_flag_pattern,0.0597202223497
P006,client_os,flipboard.com,tcp_window_raw,0.131527868721
P006,client_os,garmin.com,direction,0.166485547457
P006,client_os,garmin.com,iat_us,0.413402073682
P006,client_os,garmin.com,ip_total_length_bytes,0.231727428237
P006,client_os,garmin.com,ipv4_ttl,0.289779326365
P006,client_os,garmin.com,tcp_flag_pattern,0.044508229244
P006,client_os,garmin.com,tcp_window_raw,0.173851111331
P006,client_os,getpocket.com,direction,0.186492251604
P006,client_os,getpocket.com,iat_us,0.42432021476
P006,client_os,getpocket.com,ip_total_length_bytes,0.441937831504
P006,client_os,getpocket.com,ipv4_ttl,0.244124523194
P006,client_os,getpocket.com,tcp_flag_pattern,0.187309183653
P006,client_os,getpocket.com,tcp_window_raw,0.028534514581
P006,client_os,joinhoney.com,direction,0.212451592365
P006,client_os,joinhoney.com,iat_us,0.482686734572
P006,client_os,joinhoney.com,ip_total_length_bytes,0.310461207601
P006,client_os,joinhoney.com,ipv4_ttl,0.234843866423
P006,client_os,joinhoney.com,tcp_flag_pattern,0.180986988746
P006,client_os,joinhoney.com,tcp_window_raw,0.0482888877717
P006,client_os,trustarc.com,direction,0.215201949611
P006,client_os,trustarc.com,iat_us,0.452820872846
P006,client_os,trustarc.com,ip_total_length_bytes,0.315443861759
P006,client_os,trustarc.com,ipv4_ttl,0.254118404118
P006,client_os,trustarc.com,tcp_flag_pattern,0.198133483291
P006,client_os,trustarc.com,tcp_window_raw,0.0999748696928
P006,client_os,waze.com,direction,0.258677365994
P006,client_os,waze.com,iat_us,0.485574873654
P006,client_os,waze.com,ip_total_length_bytes,0.397806477267
P006,client_os,waze.com,ipv4_ttl,0.219576719577
P006,client_os,waze.com,tcp_flag_pattern,0.169466040069
P006,client_os,waze.com,tcp_window_raw,0.064466413632
P006,client_os,ubuntu.com,direction,0.145644599303
P006,client_os,ubuntu.com,iat_us,0.293929539295
P006,client_os,ubuntu.com,ip_total_length_bytes,0.272086720867
P006,client_os,ubuntu.com,ipv4_ttl,0.326984126984
P006,client_os,ubuntu.com,tcp_flag_pattern,0.131513743709
P006,client_os,ubuntu.com,tcp_window_raw,0.153710156149
P006,client_os,web.de,direction,0.180216497853
P006,client_os,web.de,iat_us,0.398208120576
P006,client_os,web.de,ip_total_length_bytes,0.248092628804
P006,client_os,web.de,ipv4_ttl,0.267456247456
P006,client_os,web.de,tcp_flag_pattern,0.134607932294
P006,client_os,web.de,tcp_window_raw,0.0866326701621
P007,client_os,arin.net,direction,0.238524084783
P007,client_os,arin.net,iat_us,0.503826231265
P007,client_os,arin.net,ip_total_length_bytes,0.312082730506
P007,client_os,arin.net,ipv4_ttl,0.20594915473
P007,client_os,arin.net,tcp_flag_pattern,0.111926078088
P007,client_os,arin.net,tcp_window_raw,0.0187654320988
P007,client_os,adblockplus.org,direction,0.119524161703
P007,client_os,adblockplus.org,iat_us,0.287234657855
P007,client_os,adblockplus.org,ip_total_length_bytes,0.17231910711
P007,client_os,adblockplus.org,ipv4_ttl,0.330158730159
P007,client_os,adblockplus.org,tcp_flag_pattern,0.0976471419902
P007,client_os,adblockplus.org,tcp_window_raw,0.107407407407
P007,client_os,flipboard.com,direction,0.138076815759
P007,client_os,flipboard.com,iat_us,0.353643103064
P007,client_os,flipboard.com,ip_total_length_bytes,0.188285203339
P007,client_os,flipboard.com,ipv4_ttl,0.31164021164
P007,client_os,flipboard.com,tcp_flag_pattern,0.123146504887
P007,client_os,flipboard.com,tcp_window_raw,0.137325637326
P007,client_os,garmin.com,direction,0.141065964229
P007,client_os,garmin.com,iat_us,0.360746522839
P007,client_os,garmin.com,ip_total_length_bytes,0.227509928354
P007,client_os,garmin.com,ipv4_ttl,0.303927779538
P007,client_os,garmin.com,tcp_flag_pattern,0.0890048399937
P007,client_os,garmin.com,tcp_window_raw,0.158006041127
P007,client_os,getpocket.com,direction,0.20598560132
P007,client_os,getpocket.com,iat_us,0.455062907273
P007,client_os,getpocket.com,ip_total_length_bytes,0.368798944785
P007,client_os,getpocket.com,ipv4_ttl,0.218703703704
P007,client_os,getpocket.com,tcp_flag_pattern,0.214556610046
P007,client_os,getpocket.com,tcp_window_raw,0.015873015873
P007,client_os,joinhoney.com,direction,0.216105025202
P007,client_os,joinhoney.com,iat_us,0.451135302448
P007,client_os,joinhoney.com,ip_total_length_bytes,0.260671284832
P007,client_os,joinhoney.com,ipv4_ttl,0.233624759573
P007,client_os,joinhoney.com,tcp_flag_pattern,0.198903319427
P007,client_os,joinhoney.com,tcp_window_raw,0.0260455486542
P007,client_os,trustarc.com,direction,0.219564425161
P007,client_os,trustarc.com,iat_us,0.468211496478
P007,client_os,trustarc.com,ip_total_length_bytes,0.286459389144
P007,client_os,trustarc.com,ipv4_ttl,0.224465794115
P007,client_os,trustarc.com,tcp_flag_pattern,0.173429969889
P007,client_os,trustarc.com,tcp_window_raw,0.0388695315525
P007,client_os,waze.com,direction,0.240734208031
P007,client_os,waze.com,iat_us,0.432304915148
P007,client_os,waze.com,ip_total_length_bytes,0.240066411934
P007,client_os,waze.com,ipv4_ttl,0.224338624339
P007,client_os,waze.com,tcp_flag_pattern,0.153774802699
P007,client_os,waze.com,tcp_window_raw,0.0364163117822
P007,client_os,ubuntu.com,direction,0.164493310795
P007,client_os,ubuntu.com,iat_us,0.322294532198
P007,client_os,ubuntu.com,ip_total_length_bytes,0.256507152592
P007,client_os,ubuntu.com,ipv4_ttl,0.308994708995
P007,client_os,ubuntu.com,tcp_flag_pattern,0.156162715255
P007,client_os,ubuntu.com,tcp_window_raw,0.107936507937
P007,client_os,web.de,direction,0.193323911859
P007,client_os,web.de,iat_us,0.450098199752
P007,client_os,web.de,ip_total_length_bytes,0.237123222816
P007,client_os,web.de,ipv4_ttl,0.248632213321
P007,client_os,web.de,tcp_flag_pattern,0.177693735238
P007,client_os,web.de,tcp_window_raw,0.0276467927378
P008,client_os,arin.net,direction,0.241569878323
P008,client_os,arin.net,iat_us,0.500406641938
P008,client_os,arin.net,ip_total_length_bytes,0.406196819641
P008,client_os,arin.net,ipv4_ttl,0.241569878324
P008,client_os,arin.net,tcp_flag_pattern,0.0782164904339
P008,client_os,arin.net,tcp_window_raw,0.0338624338624
P008,client_os,adblockplus.org,direction,0.0783065841138
P008,client_os,adblockplus.org,iat_us,0.235925032641
P008,client_os,adblockplus.org,ip_total_length_bytes,0.226497162192
P008,client_os,adblockplus.org,ipv4_ttl,0.385185185185
P008,client_os,adblockplus.org,tcp_flag_pattern,0.0113330130368
P008,client_os,adblockplus.org,tcp_window_raw,0.0961612912832
P008,client_os,flipboard.com,direction,0.121089245336
P008,client_os,flipboard.com,iat_us,0.302142770119
P008,client_os,flipboard.com,ip_total_length_bytes,0.220981700423
P008,client_os,flipboard.com,ipv4_ttl,0.180361454779
P008,client_os,flipboard.com,tcp_flag_pattern,0.0536613977253
P008,client_os,flipboard.com,tcp_window_raw,0.102405002405
P008,client_os,garmin.com,direction,0.214342389288
P008,client_os,garmin.com,iat_us,0.447393223267
P008,client_os,garmin.com,ip_total_length_bytes,0.293987473524
P008,client_os,garmin.com,ipv4_ttl,0.243444355692
P008,client_os,garmin.com,tcp_flag_pattern,0.121850406105
P008,client_os,garmin.com,tcp_window_raw,0.0844096471102
P008,client_os,getpocket.com,direction,0.197041234655
P008,client_os,getpocket.com,iat_us,0.438886800997
P008,client_os,getpocket.com,ip_total_length_bytes,0.384376291812
P008,client_os,getpocket.com,ipv4_ttl,0.231216931217
P008,client_os,getpocket.com,tcp_flag_pattern,0.153225515749
P008,client_os,getpocket.com,tcp_window_raw,0.0201058201058
P008,client_os,joinhoney.com,direction,0.1931654189
P008,client_os,joinhoney.com,iat_us,0.437072241643
P008,client_os,joinhoney.com,ip_total_length_bytes,0.280352689386
P008,client_os,joinhoney.com,ipv4_ttl,0.250648599521
P008,client_os,joinhoney.com,tcp_flag_pattern,0.169255192193
P008,client_os,joinhoney.com,tcp_window_raw,0.0564736015864
P008,client_os,trustarc.com,direction,0.166458252678
P008,client_os,trustarc.com,iat_us,0.367343478563
P008,client_os,trustarc.com,ip_total_length_bytes,0.226877016389
P008,client_os,trustarc.com,ipv4_ttl,0.293121693122
P008,client_os,trustarc.com,tcp_flag_pattern,0.153241063363
P008,client_os,trustarc.com,tcp_window_raw,0.0693121693122
P008,client_os,waze.com,direction,0.247812620983
P008,client_os,waze.com,iat_us,0.413184281843
P008,client_os,waze.com,ip_total_length_bytes,0.375996902826
P008,client_os,waze.com,ipv4_ttl,0.226984126984
P008,client_os,waze.com,tcp_flag_pattern,0.232984901278
P008,client_os,waze.com,tcp_window_raw,0.0497225448445
P008,client_os,ubuntu.com,direction,0.0473421802369
P008,client_os,ubuntu.com,iat_us,0.136258003599
P008,client_os,ubuntu.com,ip_total_length_bytes,0.107550928604
P008,client_os,ubuntu.com,ipv4_ttl,0.0473421802369
