cohort_scope,estimator,direction_stratum,pair_id,contrast,protocol_id,left_configuration_id,right_configuration_id,class_name,feature,feature_kind,distance_statistic,distance,left_sessions,right_sessions,left_observations,right_observations,secondary_direction_stratified
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,flipboard.com,iat_us,numeric,weighted_ks,0.23810445897,300,300,4522,4149,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,flipboard.com,ip_total_length_bytes,numeric,weighted_ks,0.154557259978,300,300,4522,4149,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,flipboard.com,ipv4_ttl,numeric,weighted_ks,3.10862446895e-14,300,300,4522,4149,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,flipboard.com,tcp_payload_length_bytes,numeric,weighted_ks,0.154557259978,300,300,4522,4149,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,flipboard.com,tcp_window_raw,numeric,weighted_ks,0.0116036443881,300,300,4522,4149,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,frame_length_bytes,numeric,weighted_ks,0.0921785342934,275,275,3387,3450,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,iat_us,numeric,weighted_ks,0.0582436682456,275,275,3387,3450,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,ip_total_length_bytes,numeric,weighted_ks,0.0921785342934,275,275,3387,3450,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,ipv4_ttl,numeric,weighted_ks,1.40998324127e-13,275,275,3387,3450,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,tcp_payload_length_bytes,numeric,weighted_ks,0.0921785342934,275,275,3387,3450,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,tcp_window_raw,numeric,weighted_ks,0.0972693546938,275,275,3387,3450,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,frame_length_bytes,numeric,weighted_ks,0.0929801145156,300,300,2872,2880,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,iat_us,numeric,weighted_ks,0.186953536057,300,300,2872,2880,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,ip_total_length_bytes,numeric,weighted_ks,0.0929801145156,300,300,2872,2880,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,ipv4_ttl,numeric,weighted_ks,9.0261131902e-14,300,300,2872,2880,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,tcp_payload_length_bytes,numeric,weighted_ks,0.0929801145156,300,300,2872,2880,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,tcp_window_raw,numeric,weighted_ks,0.0100974930362,300,300,2872,2880,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,frame_length_bytes,numeric,weighted_ks,0.0923076923076,234,234,2333,2535,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,iat_us,numeric,weighted_ks,0.0865192068859,234,234,2333,2535,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,ip_total_length_bytes,numeric,weighted_ks,0.0923076923076,234,234,2333,2535,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,ipv4_ttl,numeric,weighted_ks,6.86117829218e-14,234,234,2333,2535,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,tcp_payload_length_bytes,numeric,weighted_ks,0.0923076923076,234,234,2333,2535,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,tcp_window_raw,numeric,weighted_ks,0.0239707954898,234,234,2333,2535,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,frame_length_bytes,numeric,weighted_ks,0.195713649244,300,300,5642,5046,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,iat_us,numeric,weighted_ks,0.266396862442,300,300,5642,5046,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,ip_total_length_bytes,numeric,weighted_ks,0.195713649244,300,300,5642,5046,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,ipv4_ttl,numeric,weighted_ks,1.76969550125e-13,300,300,5642,5046,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,tcp_payload_length_bytes,numeric,weighted_ks,0.195713649244,300,300,5642,5046,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,tcp_window_raw,numeric,weighted_ks,0.117593643619,300,300,5642,5046,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,frame_length_bytes,numeric,weighted_ks,0.235599051098,300,300,5699,5517,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,iat_us,numeric,weighted_ks,0.219531850746,300,300,5699,5517,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,ip_total_length_bytes,numeric,weighted_ks,0.235599051098,300,300,5699,5517,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,ipv4_ttl,numeric,weighted_ks,9.60342916301e-14,300,300,5699,5517,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,tcp_payload_length_bytes,numeric,weighted_ks,0.235599051098,300,300,5699,5517,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,tcp_window_raw,numeric,weighted_ks,0.0480623578168,300,300,5699,5517,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,frame_length_bytes,numeric,weighted_ks,0.11042718421,300,300,5819,5542,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,iat_us,numeric,weighted_ks,0.194090539156,300,300,5819,5542,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,ip_total_length_bytes,numeric,weighted_ks,0.11042718421,300,300,5819,5542,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,ipv4_ttl,numeric,weighted_ks,1.14352971536e-13,300,300,5819,5542,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,tcp_payload_length_bytes,numeric,weighted_ks,0.11042718421,300,300,5819,5542,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,tcp_window_raw,numeric,weighted_ks,0.0304178455958,300,300,5819,5542,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,frame_length_bytes,numeric,weighted_ks,0.0977517106549,300,300,3241,3069,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,iat_us,numeric,weighted_ks,0.113308840613,300,300,3241,3069,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,ip_total_length_bytes,numeric,weighted_ks,0.0977517106549,300,300,3241,3069,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,ipv4_ttl,numeric,weighted_ks,1.76525460915e-14,300,300,3241,3069,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,tcp_payload_length_bytes,numeric,weighted_ks,0.0977517106549,300,300,3241,3069,true
general_all_sessions_sensitivity,packet_pooled,c2s,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,tcp_window_raw,numeric,weighted_ks,0.0216647268135,300,300,3241,3069,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,frame_length_bytes,numeric,weighted_ks,0.290069138906,300,300,3309,3182,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,iat_us,numeric,weighted_ks,0.246342707801,300,300,3309,3182,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,ip_total_length_bytes,numeric,weighted_ks,0.290069138906,300,300,3309,3182,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,ipv4_ttl,numeric,weighted_ks,1.01918473661e-13,300,300,3309,3182,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,tcp_payload_length_bytes,numeric,weighted_ks,0.290069138906,300,300,3309,3182,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,tcp_window_raw,numeric,weighted_ks,0.12836522453,300,300,3309,3182,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,frame_length_bytes,numeric,weighted_ks,0.39118044523,300,300,5913,5483,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,iat_us,numeric,weighted_ks,0.34645323326,300,300,5913,5483,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,ip_total_length_bytes,numeric,weighted_ks,0.39118044523,300,300,5913,5483,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,ipv4_ttl,numeric,weighted_ks,5.24025267623e-14,300,300,5913,5483,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,tcp_payload_length_bytes,numeric,weighted_ks,0.39118044523,300,300,5913,5483,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,tcp_window_raw,numeric,weighted_ks,0.0252451661006,300,300,5913,5483,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,frame_length_bytes,numeric,weighted_ks,0.290659986002,300,300,5499,4722,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,iat_us,numeric,weighted_ks,0.278908513573,300,300,5499,4722,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,ip_total_length_bytes,numeric,weighted_ks,0.290659986002,300,300,5499,4722,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,ipv4_ttl,numeric,weighted_ks,1.24344978758e-14,300,300,5499,4722,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,tcp_payload_length_bytes,numeric,weighted_ks,0.290659986002,300,300,5499,4722,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,tcp_window_raw,numeric,weighted_ks,0.0156185264596,300,300,5499,4722,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,frame_length_bytes,numeric,weighted_ks,0.0723729977458,275,275,3240,4135,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,iat_us,numeric,weighted_ks,0.0927489662173,275,275,3240,4135,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,ip_total_length_bytes,numeric,weighted_ks,0.0723729977458,275,275,3240,4135,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,ipv4_ttl,numeric,weighted_ks,1.01363362148e-13,275,275,3240,4135,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,tcp_payload_length_bytes,numeric,weighted_ks,0.0723729977458,275,275,3240,4135,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,tcp_window_raw,numeric,weighted_ks,0.00894277994238,275,275,3240,4135,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,frame_length_bytes,numeric,weighted_ks,0.139499755382,300,300,2240,2044,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,iat_us,numeric,weighted_ks,0.14739481409,300,300,2240,2044,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,ip_total_length_bytes,numeric,weighted_ks,0.139499755382,300,300,2240,2044,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,ipv4_ttl,numeric,weighted_ks,7.63833440942e-14,300,300,2240,2044,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,tcp_payload_length_bytes,numeric,weighted_ks,0.139499755382,300,300,2240,2044,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,tcp_window_raw,numeric,weighted_ks,7.63833440942e-14,300,300,2240,2044,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,frame_length_bytes,numeric,weighted_ks,0.105452906715,234,234,2214,2219,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,iat_us,numeric,weighted_ks,0.0693413986866,234,234,2214,2219,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,ip_total_length_bytes,numeric,weighted_ks,0.105452906715,234,234,2214,2219,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,ipv4_ttl,numeric,weighted_ks,6.13953332618e-14,234,234,2214,2219,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,tcp_payload_length_bytes,numeric,weighted_ks,0.105452906715,234,234,2214,2219,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,tcp_window_raw,numeric,weighted_ks,0.0167545786919,234,234,2214,2219,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,trustarc.com,frame_length_bytes,numeric,weighted_ks,0.286096476183,300,300,5781,5664,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,trustarc.com,iat_us,numeric,weighted_ks,0.308694704892,300,300,5781,5664,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,trustarc.com,ip_total_length_bytes,numeric,weighted_ks,0.286096476183,300,300,5781,5664,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,trustarc.com,ipv4_ttl,numeric,weighted_ks,1.15463194561e-14,300,300,5781,5664,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,trustarc.com,tcp_payload_length_bytes,numeric,weighted_ks,0.286096476183,300,300,5781,5664,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,trustarc.com,tcp_window_raw,numeric,weighted_ks,0.0129020696085,300,300,5781,5664,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,waze.com,frame_length_bytes,numeric,weighted_ks,0.282152655007,300,300,5837,5817,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,waze.com,iat_us,numeric,weighted_ks,0.309410552783,300,300,5837,5817,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,waze.com,ip_total_length_bytes,numeric,weighted_ks,0.282152655007,300,300,5837,5817,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,waze.com,ipv4_ttl,numeric,weighted_ks,1.53099755096e-13,300,300,5837,5817,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,waze.com,tcp_payload_length_bytes,numeric,weighted_ks,0.282152655007,300,300,5837,5817,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,waze.com,tcp_window_raw,numeric,weighted_ks,0.0210388937283,300,300,5837,5817,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,ubuntu.com,frame_length_bytes,numeric,weighted_ks,0.0862266788549,300,300,5841,4809,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,ubuntu.com,iat_us,numeric,weighted_ks,0.050185178599,300,300,5841,4809,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,ubuntu.com,ip_total_length_bytes,numeric,weighted_ks,0.0862266788549,300,300,5841,4809,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,ubuntu.com,ipv4_ttl,numeric,weighted_ks,5.10702591328e-14,300,300,5841,4809,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,ubuntu.com,tcp_payload_length_bytes,numeric,weighted_ks,0.0862266788549,300,300,5841,4809,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,ubuntu.com,tcp_window_raw,numeric,weighted_ks,0.010599882112,300,300,5841,4809,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,web.de,frame_length_bytes,numeric,weighted_ks,0.100133958473,300,300,3338,2986,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,web.de,iat_us,numeric,weighted_ks,0.0879442591491,300,300,3338,2986,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,web.de,ip_total_length_bytes,numeric,weighted_ks,0.100133958473,300,300,3338,2986,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,web.de,ipv4_ttl,numeric,weighted_ks,2.45359288442e-14,300,300,3338,2986,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,web.de,tcp_payload_length_bytes,numeric,weighted_ks,0.100133958473,300,300,3338,2986,true
general_all_sessions_sensitivity,packet_pooled,c2s,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,web.de,tcp_window_raw,numeric,weighted_ks,0.00505755438702,300,300,3338,2986,true
general_all_sessions_sensitivity,packet_pooled,c2s,P003,client_browser,general_2026,C26-W-FF-A,C26-W-CR-A,arin.net,frame_length_bytes,numeric,weighted_ks,0.270455421874,300,300,2603,2645,true
general_all_sessions_sensitivity,packet_pooled,c2s,P003,client_browser,general_2026,C26-W-FF-A,C26-W-CR-A,arin.net,iat_us,numeric,weighted_ks,0.0905061558315,300,300,2603,2645,true
general_all_sessions_sensitivity,packet_pooled,c2s,P003,client_browser,general_2026,C26-W-FF-A,C26-W-CR-A,arin.net,ip_total_length_bytes,numeric,weighted_ks,0.270455421874,300,300,2603,2645,true
general_all_sessions_sensitivity,packet_pooled,c2s,P003,client_browser,general_2026,C26-W-FF-A,C26-W-CR-A,arin.net,ipv4_ttl,numeric,weighted_ks,6.87228052243e-14,300,300,2603,2645,true
general_all_sessions_sensitivity,packet_pooled,c2s,P003,client_browser,general_2026,C26-W-FF-A,C26-W-CR-A,arin.net,tcp_payload_length_bytes,numeric,weighted_ks,0.270455421874,300,300,2603,2645,true
general_all_sessions_sensitivity,packet_pooled,c2s,P003,client_browser,general_2026,C26-W-FF-A,C26-W-CR-A,arin.net,tcp_window_raw,numeric,weighted_ks,0.100244955109,300,300,2603,2645,true
general_all_sessions_sensitivity,packet_pooled,c2s,P003,client_browser,general_2026,C26-W-FF-A,C26-W-CR-A,adblockplus.org,frame_length_bytes,numeric,weighted_ks,0.350838111125,300,300,2908,4169,true
general_all_sessions_sensitivity,packet_pooled,c2s,P003,client_browser,general_2026,C26-W-FF-A,C26-W-CR-A,adblockplus.org,iat_us,numeric,weighted_ks,0.0765619396191,300,300,2908,4169,true
general_all_sessions_sensitivity,packet_pooled,c2s,P003,client_browser,general_2026,C26-W-FF-A,C26-W-CR-A,adblockplus.org,ip_total_length_bytes,numeric,weighted_ks,0.350838111125,300,300,2908,4169,true
general_all_sessions_sensitivity,packet_pooled,c2s,P003,client_browser,general_2026,C26-W-FF-A,C26-W-CR-A,adblockplus.org,ipv4_ttl,numeric,weighted_ks,6.09512440519e-14,300,300,2908,4169,true
general_all_sessions_sensitivity,packet_pooled,c2s,P003,client_browser,general_2026,C26-W-FF-A,C26-W-CR-A,adblockplus.org,tcp_payload_length_bytes,numeric,weighted_ks,0.350838111125,300,300,2908,4169,true
