cohort_scope,estimator,direction_stratum,pair_id,contrast,protocol_id,left_configuration_id,right_configuration_id,class_name,feature,feature_kind,distance_statistic,distance,left_sessions,right_sessions,left_observations,right_observations,secondary_direction_stratified
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,adblockplus.org,tcp_window_raw,numeric,weighted_ks,0.00500787985242,300,300,12310,10170,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,flipboard.com,direction,categorical,total_variation,0.0250301108457,300,300,9537,9238,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,flipboard.com,frame_length_bytes,numeric,weighted_ks,0.112270419628,300,300,9537,9238,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,flipboard.com,iat_us,numeric,weighted_ks,0.0810693821798,300,300,9237,8938,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,flipboard.com,ip_total_length_bytes,numeric,weighted_ks,0.112270419628,300,300,9537,9238,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,flipboard.com,ipv4_ttl,numeric,weighted_ks,0.000524273880721,300,300,9537,9238,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,flipboard.com,tcp_flag_pattern,categorical,total_variation,0.0128802821558,300,300,9537,9238,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,flipboard.com,tcp_payload_length_bytes,numeric,weighted_ks,0.112270419628,300,300,9537,9238,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,flipboard.com,tcp_window_raw,numeric,weighted_ks,0.0061287378293,300,300,9537,9238,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,direction,categorical,total_variation,0.008233934773,275,275,7458,7737,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,frame_length_bytes,numeric,weighted_ks,0.0573345411829,275,275,7458,7737,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,iat_us,numeric,weighted_ks,0.0611668427191,275,275,7183,7462,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,ip_total_length_bytes,numeric,weighted_ks,0.0573345411829,275,275,7458,7737,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,ipv4_ttl,numeric,weighted_ks,4.66293670343e-15,275,275,7458,7737,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,tcp_flag_pattern,categorical,total_variation,0.0165281788433,275,275,7458,7737,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,tcp_payload_length_bytes,numeric,weighted_ks,0.0573345411829,275,275,7458,7737,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,garmin.com,tcp_window_raw,numeric,weighted_ks,0.0446252926171,275,275,7458,7737,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,direction,categorical,total_variation,0.00765481699292,300,300,6421,6551,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,frame_length_bytes,numeric,weighted_ks,0.128421660428,300,300,6421,6551,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,iat_us,numeric,weighted_ks,0.0981627353934,300,300,6121,6251,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,ip_total_length_bytes,numeric,weighted_ks,0.128421660428,300,300,6421,6551,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,ipv4_ttl,numeric,weighted_ks,0.000934433888996,300,300,6421,6551,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,tcp_flag_pattern,categorical,total_variation,0.00936873030842,300,300,6421,6551,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,tcp_payload_length_bytes,numeric,weighted_ks,0.128421660428,300,300,6421,6551,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,getpocket.com,tcp_window_raw,numeric,weighted_ks,0.00545086435135,300,300,6421,6551,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,direction,categorical,total_variation,0.00156639542497,234,234,5218,5650,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,frame_length_bytes,numeric,weighted_ks,0.0477492139192,234,234,5218,5650,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,iat_us,numeric,weighted_ks,0.0907079908292,234,234,4984,5416,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,ip_total_length_bytes,numeric,weighted_ks,0.0477492139192,234,234,5218,5650,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,ipv4_ttl,numeric,weighted_ks,2.21156426505e-13,234,234,5218,5650,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,tcp_flag_pattern,categorical,total_variation,0.00417486101547,234,234,5218,5650,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,tcp_payload_length_bytes,numeric,weighted_ks,0.0477492139192,234,234,5218,5650,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,joinhoney.com,tcp_window_raw,numeric,weighted_ks,0.0108033797237,234,234,5218,5650,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,direction,categorical,total_variation,0.0148762954566,300,300,12242,11314,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,frame_length_bytes,numeric,weighted_ks,0.107605629296,300,300,12242,11314,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,iat_us,numeric,weighted_ks,0.152891645617,300,300,11942,11014,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,ip_total_length_bytes,numeric,weighted_ks,0.107605629296,300,300,12242,11314,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,ipv4_ttl,numeric,weighted_ks,1.0280665208e-13,300,300,12242,11314,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,tcp_flag_pattern,categorical,total_variation,0.0320852409645,300,300,12242,11314,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,tcp_payload_length_bytes,numeric,weighted_ks,0.107605629296,300,300,12242,11314,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,trustarc.com,tcp_window_raw,numeric,weighted_ks,0.0553572311978,300,300,12242,11314,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,direction,categorical,total_variation,0.000876208641947,300,300,12264,11850,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,frame_length_bytes,numeric,weighted_ks,0.0708368632697,300,300,12264,11850,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,iat_us,numeric,weighted_ks,0.170549787892,300,300,11964,11550,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,ip_total_length_bytes,numeric,weighted_ks,0.0708368632697,300,300,12264,11850,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,ipv4_ttl,numeric,weighted_ks,5.6399329651e-14,300,300,12264,11850,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,tcp_flag_pattern,categorical,total_variation,0.0174892863336,300,300,12264,11850,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,tcp_payload_length_bytes,numeric,weighted_ks,0.0708368632697,300,300,12264,11850,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,waze.com,tcp_window_raw,numeric,weighted_ks,0.0223001147745,300,300,12264,11850,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,direction,categorical,total_variation,0.000656593364913,300,300,12305,11703,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,frame_length_bytes,numeric,weighted_ks,0.08050839616,300,300,12305,11703,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,iat_us,numeric,weighted_ks,0.0761636304088,300,300,12005,11403,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,ip_total_length_bytes,numeric,weighted_ks,0.08050839616,300,300,12305,11703,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,ipv4_ttl,numeric,weighted_ks,1.00364161426e-13,300,300,12305,11703,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,tcp_flag_pattern,categorical,total_variation,0.0106642100924,300,300,12305,11703,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,tcp_payload_length_bytes,numeric,weighted_ks,0.08050839616,300,300,12305,11703,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,ubuntu.com,tcp_window_raw,numeric,weighted_ks,0.0143750358276,300,300,12305,11703,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,direction,categorical,total_variation,0.00139339036713,300,300,7401,6986,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,frame_length_bytes,numeric,weighted_ks,0.0555486249973,300,300,7401,6986,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,iat_us,numeric,weighted_ks,0.0474772294271,300,300,7101,6686,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,ip_total_length_bytes,numeric,weighted_ks,0.0555486249973,300,300,7401,6986,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,ipv4_ttl,numeric,weighted_ks,6.20614670765e-14,300,300,7401,6986,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,tcp_flag_pattern,categorical,total_variation,0.0172541310931,300,300,7401,6986,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,tcp_payload_length_bytes,numeric,weighted_ks,0.0555486249973,300,300,7401,6986,false
general_all_sessions_sensitivity,packet_pooled,all,P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,web.de,tcp_window_raw,numeric,weighted_ks,0.00948092645228,300,300,7401,6986,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,direction,categorical,total_variation,0.0251379611953,300,300,6925,7029,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,frame_length_bytes,numeric,weighted_ks,0.143790721575,300,300,6925,7029,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,iat_us,numeric,weighted_ks,0.130813976116,300,300,6625,6729,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,ip_total_length_bytes,numeric,weighted_ks,0.143790721575,300,300,6925,7029,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,ipv4_ttl,numeric,weighted_ks,0.547304026177,300,300,6925,7029,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,tcp_flag_pattern,categorical,total_variation,0.0226902163445,300,300,6925,7029,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,tcp_payload_length_bytes,numeric,weighted_ks,0.143790721575,300,300,6925,7029,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,arin.net,tcp_window_raw,numeric,weighted_ks,0.0613846606606,300,300,6925,7029,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,direction,categorical,total_variation,0.0181897856139,300,300,12260,11814,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,frame_length_bytes,numeric,weighted_ks,0.202294509984,300,300,12260,11814,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,iat_us,numeric,weighted_ks,0.147617586966,300,300,11960,11514,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,ip_total_length_bytes,numeric,weighted_ks,0.202294509984,300,300,12260,11814,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,ipv4_ttl,numeric,weighted_ks,1.10134124043e-13,300,300,12260,11814,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,tcp_flag_pattern,categorical,total_variation,0.0402824944884,300,300,12260,11814,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,tcp_payload_length_bytes,numeric,weighted_ks,0.202294509984,300,300,12260,11814,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,adblockplus.org,tcp_window_raw,numeric,weighted_ks,0.0122487324603,300,300,12260,11814,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,direction,categorical,total_variation,0.015490110673,300,300,11484,10191,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,frame_length_bytes,numeric,weighted_ks,0.136553428266,300,300,11484,10191,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,iat_us,numeric,weighted_ks,0.113831970192,300,300,11184,9891,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,ip_total_length_bytes,numeric,weighted_ks,0.136553428266,300,300,11484,10191,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,ipv4_ttl,numeric,weighted_ks,0.112255912079,300,300,11484,10191,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,tcp_flag_pattern,categorical,total_variation,0.0114529569855,300,300,11484,10191,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,tcp_payload_length_bytes,numeric,weighted_ks,0.136553428266,300,300,11484,10191,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,flipboard.com,tcp_window_raw,numeric,weighted_ks,0.00756078749592,300,300,11484,10191,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,direction,categorical,total_variation,0.000646077621219,275,275,7102,9051,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,frame_length_bytes,numeric,weighted_ks,0.0938866838035,275,275,7102,9051,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,iat_us,numeric,weighted_ks,0.0819691946518,275,275,6827,8776,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,ip_total_length_bytes,numeric,weighted_ks,0.0938866838035,275,275,7102,9051,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,ipv4_ttl,numeric,weighted_ks,1.72750702632e-13,275,275,7102,9051,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,tcp_flag_pattern,categorical,total_variation,0.0306597511937,275,275,7102,9051,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,tcp_payload_length_bytes,numeric,weighted_ks,0.0938866838035,275,275,7102,9051,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,garmin.com,tcp_window_raw,numeric,weighted_ks,0.00409712464811,275,275,7102,9051,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,direction,categorical,total_variation,0.00657611934164,300,300,5125,4748,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,frame_length_bytes,numeric,weighted_ks,0.140615653317,300,300,5125,4748,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,iat_us,numeric,weighted_ks,0.12341652067,300,300,4825,4448,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,ip_total_length_bytes,numeric,weighted_ks,0.140615653317,300,300,5125,4748,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,ipv4_ttl,numeric,weighted_ks,9.9142916099e-14,300,300,5125,4748,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,tcp_flag_pattern,categorical,total_variation,0.0217637413442,300,300,5125,4748,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,tcp_payload_length_bytes,numeric,weighted_ks,0.140615653317,300,300,5125,4748,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,getpocket.com,tcp_window_raw,numeric,weighted_ks,9.9142916099e-14,300,300,5125,4748,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,direction,categorical,total_variation,0.00296179558114,234,234,4934,4978,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,frame_length_bytes,numeric,weighted_ks,0.0525521048186,234,234,4934,4978,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,iat_us,numeric,weighted_ks,0.0506822503678,234,234,4700,4744,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,ip_total_length_bytes,numeric,weighted_ks,0.0525521048186,234,234,4934,4978,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,ipv4_ttl,numeric,weighted_ks,1.59872115546e-14,234,234,4934,4978,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,tcp_flag_pattern,categorical,total_variation,0.00401873635158,234,234,4934,4978,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,tcp_payload_length_bytes,numeric,weighted_ks,0.0525521048186,234,234,4934,4978,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,joinhoney.com,tcp_window_raw,numeric,weighted_ks,0.00757422647488,234,234,4934,4978,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,trustarc.com,direction,categorical,total_variation,0.00964988003106,300,300,12268,12271,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,trustarc.com,frame_length_bytes,numeric,weighted_ks,0.126416816861,300,300,12268,12271,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,trustarc.com,iat_us,numeric,weighted_ks,0.125043191501,300,300,11968,11971,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,trustarc.com,ip_total_length_bytes,numeric,weighted_ks,0.126416816861,300,300,12268,12271,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,trustarc.com,ipv4_ttl,numeric,weighted_ks,7.34967642302e-14,300,300,12268,12271,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,trustarc.com,tcp_flag_pattern,categorical,total_variation,0.00787467154714,300,300,12268,12271,false
general_all_sessions_sensitivity,packet_pooled,all,P002,client_browser,general_2026,C26-U-FF-B,C26-U-CR-B,trustarc.com,tcp_payload_length_bytes,numeric,weighted_ks,0.126416816861,300,300,12268,12271,false
