cohort_scope,protocol_id,configuration_id,class_name,estimator,feature,category,category_code,termination_sensitive,contributing_sessions,observations,weighted_prevalence
general_all_sessions_sensitivity,general_2026,C26-U-CR-A,web.de,session_balanced,tcp_flag_pattern,RST,4,true,300,6986,9.00900900901e-05
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,arin.net,packet_pooled,direction,s2c,-1,false,300,7029,0.547304026177
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,arin.net,packet_pooled,direction,c2s,1,false,300,7029,0.452695973823
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,arin.net,packet_pooled,tcp_flag_pattern,ACK,16,false,300,7029,0.69355527102
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,arin.net,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,7029,0.30644472898
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,arin.net,session_balanced,direction,s2c,-1,false,300,7029,0.54718917267
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,arin.net,session_balanced,direction,c2s,1,false,300,7029,0.45281082733
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,arin.net,session_balanced,tcp_flag_pattern,ACK,16,false,300,7029,0.695273150849
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,arin.net,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,7029,0.304726849151
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,adblockplus.org,packet_pooled,direction,s2c,-1,false,300,11814,0.535889622482
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,adblockplus.org,packet_pooled,direction,c2s,1,false,300,11814,0.464110377518
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,adblockplus.org,packet_pooled,tcp_flag_pattern,ACK,16,false,300,11814,0.57592686643
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,adblockplus.org,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,11814,0.42407313357
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,adblockplus.org,session_balanced,direction,s2c,-1,false,300,11814,0.535965951467
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,adblockplus.org,session_balanced,direction,c2s,1,false,300,11814,0.464034048533
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,adblockplus.org,session_balanced,tcp_flag_pattern,ACK,16,false,300,11814,0.576416604538
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,adblockplus.org,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,11814,0.423583395462
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,flipboard.com,packet_pooled,direction,s2c,-1,false,300,10191,0.536649985281
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,flipboard.com,packet_pooled,direction,c2s,1,false,300,10191,0.463350014719
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,flipboard.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,10191,0.563438327936
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,flipboard.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,10191,0.436561672064
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,flipboard.com,session_balanced,direction,s2c,-1,false,300,10191,0.53738545411
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,flipboard.com,session_balanced,direction,c2s,1,false,300,10191,0.46261454589
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,flipboard.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,10191,0.565671805925
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,flipboard.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,10191,0.434328194075
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,garmin.com,packet_pooled,direction,s2c,-1,false,275,9051,0.543144403933
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,garmin.com,packet_pooled,direction,c2s,1,false,275,9051,0.456855596067
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,garmin.com,packet_pooled,tcp_flag_pattern,ACK,16,false,275,9051,0.604795050271
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,garmin.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,275,9051,0.395204949729
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,garmin.com,session_balanced,direction,s2c,-1,false,275,9051,0.543291601306
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,garmin.com,session_balanced,direction,c2s,1,false,275,9051,0.456708398694
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,garmin.com,session_balanced,tcp_flag_pattern,ACK,16,false,275,9051,0.605717549557
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,garmin.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,275,9051,0.394282450443
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,getpocket.com,packet_pooled,direction,s2c,-1,false,300,4748,0.56950294861
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,getpocket.com,packet_pooled,direction,c2s,1,false,300,4748,0.43049705139
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,getpocket.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,4748,0.542544229149
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,getpocket.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,4748,0.457455770851
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,getpocket.com,session_balanced,direction,s2c,-1,false,300,4748,0.579237797679
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,getpocket.com,session_balanced,direction,c2s,1,false,300,4748,0.420762202321
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,getpocket.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,4748,0.564594826128
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,getpocket.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,4748,0.435405173872
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,joinhoney.com,packet_pooled,direction,s2c,-1,false,234,4978,0.55423865006
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,joinhoney.com,packet_pooled,direction,c2s,1,false,234,4978,0.44576134994
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,joinhoney.com,packet_pooled,tcp_flag_pattern,ACK,16,false,234,4978,0.564282844516
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,joinhoney.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,234,4978,0.435717155484
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,joinhoney.com,session_balanced,direction,s2c,-1,false,234,4978,0.55455221527
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,joinhoney.com,session_balanced,direction,c2s,1,false,234,4978,0.44544778473
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,joinhoney.com,session_balanced,tcp_flag_pattern,ACK,16,false,234,4978,0.565210771146
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,joinhoney.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,234,4978,0.434789228854
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,trustarc.com,packet_pooled,direction,s2c,-1,false,300,12271,0.53842392633
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,trustarc.com,packet_pooled,direction,c2s,1,false,300,12271,0.46157607367
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,trustarc.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12271,0.535490180099
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,trustarc.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12271,0.464509819901
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,trustarc.com,session_balanced,direction,s2c,-1,false,300,12271,0.538406511669
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,trustarc.com,session_balanced,direction,c2s,1,false,300,12271,0.461593488331
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,trustarc.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,12271,0.535580449304
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,trustarc.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12271,0.464419550696
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,waze.com,packet_pooled,direction,s2c,-1,false,300,12274,0.526071370376
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,waze.com,packet_pooled,direction,c2s,1,false,300,12274,0.473928629624
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,waze.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12274,0.544484275705
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,waze.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12274,0.455515724295
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,waze.com,session_balanced,direction,s2c,-1,false,300,12274,0.526088371338
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,waze.com,session_balanced,direction,c2s,1,false,300,12274,0.473911628662
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,waze.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,12274,0.544534154237
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,waze.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12274,0.455465845763
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,ubuntu.com,packet_pooled,direction,s2c,-1,false,300,11879,0.59516794343
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,ubuntu.com,packet_pooled,direction,c2s,1,false,300,11879,0.40483205657
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,ubuntu.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,11879,0.426551056486
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,ubuntu.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,11879,0.573448943514
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,ubuntu.com,session_balanced,direction,s2c,-1,false,300,11879,0.595231190315
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,ubuntu.com,session_balanced,direction,c2s,1,false,300,11879,0.404768809685
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,ubuntu.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,11879,0.426609727987
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,ubuntu.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,11879,0.573390272013
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,web.de,packet_pooled,direction,s2c,-1,false,300,6688,0.553528708134
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,web.de,packet_pooled,direction,c2s,1,false,300,6688,0.446471291866
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,web.de,packet_pooled,tcp_flag_pattern,ACK,16,false,300,6688,0.551136363636
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,web.de,packet_pooled,tcp_flag_pattern,FIN|ACK,17,true,300,6688,0.000747607655502
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,web.de,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,6688,0.448116028708
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,web.de,session_balanced,direction,s2c,-1,false,300,6688,0.55678982108
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,web.de,session_balanced,direction,c2s,1,false,300,6688,0.44321017892
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,web.de,session_balanced,tcp_flag_pattern,ACK,16,false,300,6688,0.550390107662
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,web.de,session_balanced,tcp_flag_pattern,FIN|ACK,17,true,300,6688,0.000419011882427
general_all_sessions_sensitivity,general_2026,C26-U-CR-B,web.de,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,6688,0.449190880456
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,arin.net,packet_pooled,direction,s2c,-1,false,300,7110,0.53417721519
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,arin.net,packet_pooled,direction,c2s,1,false,300,7110,0.46582278481
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,arin.net,packet_pooled,tcp_flag_pattern,ACK,16,false,300,7110,0.615752461322
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,arin.net,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,7110,0.384247538678
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,arin.net,session_balanced,direction,s2c,-1,false,300,7110,0.53750053409
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,arin.net,session_balanced,direction,c2s,1,false,300,7110,0.46249946591
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,arin.net,session_balanced,tcp_flag_pattern,ACK,16,false,300,7110,0.616884576645
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,arin.net,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,7110,0.383115423355
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,adblockplus.org,packet_pooled,direction,s2c,-1,false,300,12310,0.513241267262
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,adblockplus.org,packet_pooled,direction,c2s,1,false,300,12310,0.486758732738
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,adblockplus.org,packet_pooled,tcp_flag_pattern,ACK,16,false,300,12310,0.516409423233
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,adblockplus.org,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,12310,0.483590576767
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,adblockplus.org,session_balanced,direction,s2c,-1,false,300,12310,0.513253968254
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,adblockplus.org,session_balanced,direction,c2s,1,false,300,12310,0.486746031746
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,adblockplus.org,session_balanced,tcp_flag_pattern,ACK,16,false,300,12310,0.516409214092
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,adblockplus.org,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,12310,0.483590785908
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,packet_pooled,direction,s2c,-1,false,300,9537,0.525846702317
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,packet_pooled,direction,c2s,1,false,300,9537,0.474153297683
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,packet_pooled,tcp_flag_pattern,ACK,16,false,300,9537,0.524588445004
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,packet_pooled,tcp_flag_pattern,FIN|ACK,17,true,300,9537,0.00241165985111
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,packet_pooled,tcp_flag_pattern,RST|ACK,20,true,300,9537,0.000524273880675
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,packet_pooled,tcp_flag_pattern,PSH|ACK,24,false,300,9537,0.471531928279
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,packet_pooled,tcp_flag_pattern,RST,4,true,300,9537,0.000943692985215
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,session_balanced,direction,s2c,-1,false,300,9537,0.529325808773
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,session_balanced,direction,c2s,1,false,300,9537,0.470674191227
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,session_balanced,tcp_flag_pattern,ACK,16,false,300,9537,0.524442547575
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,session_balanced,tcp_flag_pattern,FIN|ACK,17,true,300,9537,0.00390904027746
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,session_balanced,tcp_flag_pattern,RST|ACK,20,true,300,9537,0.000892255892256
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,session_balanced,tcp_flag_pattern,PSH|ACK,24,false,300,9537,0.469183284683
general_all_sessions_sensitivity,general_2026,C26-U-FF-A,flipboard.com,session_balanced,tcp_flag_pattern,RST,4,true,300,9537,0.00157287157287
