cohort_scope,estimator,direction_stratum,feature,contrast,count,mean,median,q25,q75,iqr,maximum,mean_ci_low,mean_ci_high,median_ci_low,median_ci_high,bootstrap_replicates,bootstrap_master_seed
general_all_sessions_sensitivity,packet_pooled,all,ip_total_length_bytes,network,40,0.0961315903075,0.0888646878646,0.057625975231,0.123825029368,0.0661990541371,0.229800707508,0.0816814539296,0.112193201369,0.0688637717948,0.0991673577084,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,ipv4_ttl,client_browser,40,0.0803526391179,0.00448557959349,1.08302256052e-13,0.0292532563839,0.0292532563838,0.794387351779,0.0280405473477,0.145283138489,2.15882867138e-13,0.0144529438815,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,ipv4_ttl,client_browser_and_os,40,0.292699070035,0.246136227653,0.224223482276,0.289013281559,0.0647897992836,0.794387351779,0.258023691693,0.335776837014,0.230848614749,0.271576727157,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,ipv4_ttl,client_os,40,0.249761998891,0.24064380441,0.223408604605,0.276150793651,0.0527421890462,0.380525355131,0.233691816377,0.264924283594,0.227936609948,0.257885824484,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,ipv4_ttl,network,40,0.0809273193952,0.00916984454163,1.69364522407e-13,0.0425837851492,0.042583785149,0.794387351779,0.0296665351868,0.147371655415,3.22408766351e-13,0.0289870941288,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,tcp_flag_pattern,client_browser,40,0.0280806192166,0.0179798982016,0.0104658267389,0.0297249011991,0.0192590744602,0.186854788968,0.0187086036184,0.0402224396799,0.0126888971314,0.0227152085294,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,tcp_flag_pattern,client_browser_and_os,40,0.151542013775,0.153914627257,0.114293739218,0.192256604567,0.0779628653481,0.263874979698,0.134696056919,0.168185004895,0.137938542091,0.177626666174,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,tcp_flag_pattern,client_os,40,0.148613230966,0.156308576838,0.120632992199,0.183448966438,0.0628159742396,0.25450624939,0.12999020182,0.166699719411,0.130422258939,0.177758503247,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,tcp_flag_pattern,network,40,0.0429773371549,0.0305057426808,0.0183745014664,0.0535003839943,0.0351258825278,0.192439751361,0.0320837136685,0.0547673799902,0.0227307034337,0.0455867621472,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,tcp_payload_length_bytes,client_browser,40,0.10569982463,0.0953331976391,0.054243473973,0.138958146358,0.0847146723854,0.293660563387,0.086437510259,0.12618974399,0.0583050474752,0.127419238644,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,tcp_payload_length_bytes,client_browser_and_os,40,0.300787350566,0.29532672019,0.244929214999,0.343617104523,0.0986878895239,0.490880174722,0.279290047301,0.323621532184,0.259972180204,0.315205064424,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,tcp_payload_length_bytes,client_os,40,0.300721364971,0.287546125969,0.241200295874,0.360226112649,0.119025816776,0.485958121758,0.275494634712,0.327064886798,0.248301258621,0.319262884659,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,tcp_payload_length_bytes,network,40,0.0961315903075,0.0888646878646,0.057625975231,0.123825029368,0.0661990541371,0.229800707508,0.0815348630977,0.112189221532,0.0688637717948,0.0991673577084,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,tcp_window_raw,client_browser,40,0.0322532245283,0.0210728384217,0.00900425145793,0.0553966103067,0.0463923588488,0.12084297768,0.0233691455018,0.0419340185127,0.011526056092,0.0341731908981,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,tcp_window_raw,client_browser_and_os,40,0.0723280893998,0.0737756550309,0.0418218919689,0.0988874567308,0.0570655647619,0.164294880789,0.0605002463501,0.0849649537443,0.048444871846,0.0865195535427,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,tcp_window_raw,client_os,40,0.0713122620283,0.0663322674202,0.0363520343968,0.0898660044985,0.0535139701018,0.160841784705,0.0592822460744,0.0839426668686,0.0486370374892,0.0850082624817,10000,20260824
general_all_sessions_sensitivity,packet_pooled,all,tcp_window_raw,network,40,0.0268324303296,0.0192619187453,0.0108397904603,0.0344770058247,0.0236372153644,0.0880952380952,0.019947479741,0.0345406973057,0.0131766702171,0.0254836967396,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,frame_length_bytes,client_browser,40,0.178634053017,0.124963469796,0.0928120089636,0.273379730157,0.180567721194,0.439562643239,0.146380755831,0.212366755897,0.100152595675,0.223652785074,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,frame_length_bytes,client_browser_and_os,40,0.212719297477,0.190480221838,0.104467263269,0.282411434027,0.177944170758,0.466841192606,0.178588714981,0.249906881249,0.12525802687,0.250967813824,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,frame_length_bytes,client_os,40,0.199044328513,0.177047763266,0.104716911055,0.234291001802,0.129574090746,0.493544598551,0.163514013372,0.238090599869,0.1354261782,0.202877830575,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,frame_length_bytes,network,40,0.0679084363362,0.0451679290114,0.0312427821489,0.0830115969538,0.0517688148049,0.268571326613,0.0524565023226,0.0855959445826,0.0381265342998,0.0689966468571,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,iat_us,client_browser,40,0.15897562854,0.134793352548,0.0921882636208,0.210424686391,0.11823642277,0.357071081583,0.134096772909,0.186150619519,0.106392141293,0.184168086824,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,iat_us,client_browser_and_os,40,0.388319824282,0.391798067637,0.353047451455,0.45228688089,0.0992394294357,0.65539665725,0.358328896381,0.418451916126,0.368313284584,0.417408880065,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,iat_us,client_os,40,0.384682883215,0.387509292579,0.335359492893,0.441134852423,0.10577535953,0.64320520015,0.354480512923,0.414852526575,0.355130349438,0.4094479903,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,iat_us,network,40,0.0906166219819,0.0863732539044,0.0577116657715,0.103425944387,0.0457142786157,0.251342003696,0.0779020774382,0.10537026185,0.0698602572119,0.0970619167993,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,ip_total_length_bytes,client_browser,40,0.178634053017,0.124963469796,0.0928120089636,0.273379730157,0.180567721194,0.439562643239,0.146690756983,0.213140448559,0.100152595675,0.223652785074,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,ip_total_length_bytes,client_browser_and_os,40,0.212719297477,0.190480221838,0.104467263269,0.282411434027,0.177944170758,0.466841192606,0.177524853859,0.249021616402,0.12525802687,0.250967813824,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,ip_total_length_bytes,client_os,40,0.199044328513,0.177047763266,0.104716911055,0.234291001802,0.129574090746,0.493544598551,0.16268408595,0.238421360363,0.1354261782,0.202877830575,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,ip_total_length_bytes,network,40,0.0679084363362,0.0451679290114,0.0312427821489,0.0830115969538,0.0517688148049,0.268571326613,0.0525552096983,0.0854268228488,0.0381265342998,0.0689966468571,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,ipv4_ttl,client_browser,40,0.0500000000001,6.86672940731e-14,3.0975222387e-14,1.08857367564e-13,7.78821451775e-14,1,6.38040315026e-14,0.125,5.01820807131e-14,9.39248678833e-14,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,ipv4_ttl,client_browser_and_os,40,0.95,1,1,1,4.96269692007e-14,1,0.875,1,1,1,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,ipv4_ttl,client_os,40,0.95,1,1,1,4.64073224293e-14,1,0.875,1,1,1,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,ipv4_ttl,network,40,0.0500000000001,6.56141807553e-14,2.63677968348e-14,1.18544063454e-13,9.21762666195e-14,1,6.36960623135e-14,0.125,4.20219414821e-14,9.35918009759e-14,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,tcp_payload_length_bytes,client_browser,40,0.178634053017,0.124963469796,0.0928120089636,0.273379730157,0.180567721194,0.439562643239,0.147654687944,0.21148726004,0.100171232877,0.223652785074,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,tcp_payload_length_bytes,client_browser_and_os,40,0.212719297477,0.190480221838,0.104467263269,0.282411434027,0.177944170758,0.466841192606,0.178972176535,0.249217247664,0.131091169506,0.250967813824,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,tcp_payload_length_bytes,client_os,40,0.199044328513,0.177047763266,0.104716911055,0.234291001802,0.129574090746,0.493544598551,0.162629182649,0.238440382608,0.1354261782,0.202877830575,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,tcp_payload_length_bytes,network,40,0.0679084363362,0.0451679290114,0.0312427821489,0.0830115969538,0.0517688148049,0.268571326613,0.0528976632076,0.0854801982281,0.0381265342998,0.0689966468571,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,tcp_window_raw,client_browser,40,0.102282132617,0.0833757627855,0.0199678149692,0.139581513534,0.119613698564,0.411113027076,0.0727588231464,0.133173080109,0.0278315058482,0.12468870865,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,tcp_window_raw,client_browser_and_os,40,0.27459433371,0.264927913064,0.178110426466,0.353222641154,0.175112214689,0.58779093512,0.237335602466,0.312014152845,0.203038212932,0.329800696251,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,tcp_window_raw,client_os,40,0.271271867706,0.259594801671,0.175852010477,0.33831792926,0.162465918783,0.580942218205,0.234415631067,0.310205170989,0.203265900801,0.33239697141,10000,20260824
general_all_sessions_sensitivity,packet_pooled,c2s,tcp_window_raw,network,40,0.0755361505477,0.0572608302212,0.0294060462046,0.102484217615,0.0730781714104,0.258923402254,0.0562867728945,0.0964056646488,0.0394898045137,0.0751455256145,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,frame_length_bytes,client_browser,40,0.112577930637,0.0730405168858,0.0389836520088,0.178348658865,0.139365006856,0.349832815542,0.0840116015683,0.14308128942,0.0512132965324,0.112415270039,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,frame_length_bytes,client_browser_and_os,40,0.428268045584,0.435300974794,0.387382672279,0.475167464346,0.087784792067,0.585571353344,0.403362875322,0.451430707175,0.411904246148,0.460038049298,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,frame_length_bytes,client_os,40,0.441028420055,0.442596804349,0.40707215914,0.482353988178,0.0752818290379,0.585571353344,0.417136233887,0.463379629706,0.420267100121,0.464333335809,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,frame_length_bytes,network,40,0.141693739098,0.129129436133,0.0879709629525,0.167791659591,0.0798206966385,0.334546803627,0.120506134382,0.164733534074,0.102578752728,0.151621416887,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,iat_us,client_browser,40,0.0929285485648,0.0755657362264,0.0563628381335,0.105732928972,0.0493700908389,0.306415458889,0.0770695243109,0.111256239796,0.062572811246,0.0975679999099,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,iat_us,client_browser_and_os,40,0.535861493156,0.545635718778,0.497267859261,0.589334377971,0.09206651871,0.644569711021,0.509257221382,0.559161432824,0.534956682517,0.580570736037,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,iat_us,client_os,40,0.53414196728,0.548892394128,0.49399783094,0.595902071694,0.101904240754,0.654971272763,0.502019121132,0.560824295771,0.52261006452,0.588295678743,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,iat_us,network,40,0.178206507261,0.165103538868,0.135709652877,0.195473344533,0.059763691656,0.439524129752,0.157057662168,0.201997848656,0.144286652609,0.182693386865,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,ip_total_length_bytes,client_browser,40,0.112578549464,0.0730405168858,0.0389836520088,0.178348658865,0.139365006856,0.349832815542,0.0841763500611,0.143464912629,0.0512132965324,0.112415270039,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,ip_total_length_bytes,client_browser_and_os,40,0.428293567367,0.435300974794,0.387382672279,0.475167464346,0.087784792067,0.585571353344,0.404632126111,0.451824622816,0.411904246148,0.460038049298,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,ip_total_length_bytes,client_os,40,0.441217257354,0.442596804349,0.40707215914,0.482353988178,0.0752818290379,0.585571353344,0.417530295801,0.463450758675,0.420267100121,0.467802357869,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,ip_total_length_bytes,network,40,0.141693739098,0.129129436133,0.0879709629525,0.167791659591,0.0798206966385,0.334546803627,0.121055441805,0.164522672297,0.102683130183,0.151621416887,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,ipv4_ttl,client_browser,40,0.104911234475,1.58484336765e-13,5.49560397189e-14,2.98400193444e-13,2.43444153725e-13,1,0.025042265427,0.205304684402,7.64388552454e-14,2.28761454224e-13,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,ipv4_ttl,client_browser_and_os,40,0.104911234475,1.42608147513e-13,6.88338275268e-14,1.9656498651e-13,1.27731158983e-13,1,0.025042265427,0.204182637101,1.05249142734e-13,1.80633286107e-13,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,ipv4_ttl,client_os,40,0.00568209727563,1.74360526017e-13,1.30145894062e-13,2.48967513272e-13,1.18821619211e-13,0.209179008959,2.49252244923e-05,0.0165862743789,1.51156864803e-13,2.0289325775e-13,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,ipv4_ttl,network,40,0.104911234475,1.73305814144e-13,6.21447338034e-14,2.8607671787e-13,2.23931984067e-13,1,0.025042265427,0.204886309251,1.16073817225e-13,2.28206342712e-13,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,tcp_payload_length_bytes,client_browser,40,0.112578549464,0.0730405168858,0.0389836520088,0.178348658865,0.139365006856,0.349832815542,0.0835088820496,0.144030778948,0.0512132965324,0.112415270039,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,tcp_payload_length_bytes,client_browser_and_os,40,0.428293567367,0.435300974794,0.387382672279,0.475167464346,0.087784792067,0.585571353344,0.404754172596,0.451458271864,0.411904246148,0.460038049298,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,tcp_payload_length_bytes,client_os,40,0.441217257354,0.442596804349,0.40707215914,0.482353988178,0.0752818290379,0.585571353344,0.417713216742,0.464344821463,0.420267100121,0.467802357869,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,tcp_payload_length_bytes,network,40,0.141693739098,0.129129436133,0.0879709629525,0.167791659591,0.0798206966385,0.334546803627,0.120784629199,0.165133357429,0.102578752728,0.151621416887,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,tcp_window_raw,client_browser,40,6.71906513285e-05,1.18238752123e-13,4.68236560636e-14,2.16382467499e-13,1.69558811436e-13,0.00169061707523,1.14297390996e-13,0.000176646729406,6.17839113204e-14,1.62703184259e-13,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,tcp_window_raw,client_browser_and_os,40,6.71906513209e-05,1.37112543541e-13,6.1450844413e-14,1.83547621546e-13,1.22096777133e-13,0.00169061707523,1.09539113891e-13,0.0001766467294,9.6256336235e-14,1.67810210172e-13,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,tcp_window_raw,client_os,40,6.71906513702e-05,1.6997514507e-13,1.27065025168e-13,2.32175390025e-13,1.05110364856e-13,0.00169061707523,1.61897023565e-13,0.000176646729449,1.44106948596e-13,1.98729921408e-13,10000,20260824
general_all_sessions_sensitivity,packet_pooled,s2c,tcp_window_raw,network,40,6.71906513429e-05,1.53876911213e-13,6.21447338034e-14,2.15799600412e-13,1.53654866608e-13,0.00169061707523,1.29763977341e-13,0.000176646729417,9.89208714941e-14,1.94289029309e-13,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,direction,client_browser,40,0.0204850160039,0.0106961130145,0.00417343621109,0.0211638485986,0.0169904123875,0.143103459848,0.0127995304042,0.0298753037954,0.00790471567131,0.0177669599239,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,direction,client_browser_and_os,40,0.196142980629,0.200967990571,0.171925794764,0.231806212541,0.0598804177773,0.272045297253,0.1821036722,0.209396354966,0.182776585706,0.219179944807,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,direction,client_os,40,0.196142980629,0.201949329782,0.169934134588,0.237052815252,0.0671186806642,0.257805045298,0.180283909926,0.21108046524,0.185642868034,0.222303246347,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,direction,network,40,0.0211774619118,0.01218057087,0.00614313792153,0.033279229578,0.0271360916565,0.0708449477352,0.0150206417529,0.027776925775,0.00827270728677,0.0196999102778,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,frame_length_bytes,client_browser,40,0.106533600563,0.0951962018721,0.0561036304822,0.144008425634,0.0879047951515,0.293654736736,0.0873738376311,0.127136723662,0.0625794154086,0.129258535068,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,frame_length_bytes,client_browser_and_os,40,0.298724040423,0.296257641925,0.238304900058,0.338151926969,0.0998470269115,0.49241608842,0.276262352541,0.32236624153,0.259245147042,0.31435010005,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,frame_length_bytes,client_os,40,0.29755469206,0.283602951383,0.233332769339,0.351450713569,0.11811794423,0.485950445219,0.271991655465,0.324972897445,0.24019974476,0.315423467727,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,frame_length_bytes,network,40,0.0976681421387,0.0867830536778,0.0584276696481,0.124927656345,0.0664999866974,0.229812682473,0.0828103125815,0.113712168724,0.0686572841131,0.111815810639,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,iat_us,client_browser,40,0.0968628793373,0.0823920697107,0.0585478246721,0.126206229236,0.0676584045638,0.223154827385,0.0825512607672,0.112408381561,0.0647066608551,0.103825189077,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,iat_us,client_browser_and_os,40,0.415378897323,0.428982041156,0.37963228637,0.471094217432,0.0914619310615,0.513953074394,0.390310394172,0.437633048814,0.404944236375,0.460436960826,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,iat_us,client_os,40,0.414203880796,0.430779245119,0.375005051129,0.478185788182,0.103180737053,0.546107923773,0.386069336217,0.439758817814,0.400864356818,0.460627033542,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,iat_us,network,40,0.12083711039,0.108355520861,0.0974948950652,0.138276846767,0.0407819517022,0.283967773148,0.10879343364,0.134368041488,0.102265366148,0.125223907279,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,ip_total_length_bytes,client_browser,40,0.106533600563,0.0951962018721,0.0561036304822,0.144008425634,0.0879047951515,0.293654736736,0.0868563332603,0.127432771662,0.0625794154086,0.129258535068,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,ip_total_length_bytes,client_browser_and_os,40,0.298724040423,0.296257641925,0.238304900058,0.338151926969,0.0998470269115,0.49241608842,0.27646734181,0.321799684442,0.259245147042,0.31435010005,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,ip_total_length_bytes,client_os,40,0.29755469206,0.283602951383,0.233332769339,0.351450713569,0.11811794423,0.485950445219,0.270624056851,0.324188394218,0.24019974476,0.315423467727,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,ip_total_length_bytes,network,40,0.0976681421387,0.0867830536778,0.0584276696481,0.124927656345,0.0664999866974,0.229812682473,0.0826816493969,0.113604878858,0.0686572841131,0.111815810639,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,ipv4_ttl,client_browser,40,0.0809731134955,0.00459662260212,4.59632332195e-14,0.0258111719362,0.0258111719362,0.794309776335,0.0279132031681,0.147663912072,8.61533067109e-14,0.0113257355788,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,ipv4_ttl,client_browser_and_os,40,0.291901907783,0.244048192632,0.2235823799,0.289012199921,0.0654298200218,0.794309776335,0.255306202913,0.334633712043,0.229375780902,0.276202483997,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,ipv4_ttl,client_os,40,0.248951692243,0.241014126111,0.221117109634,0.281287852979,0.0601707433447,0.380520487265,0.232540914451,0.264648632697,0.227380952381,0.258450424688,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,ipv4_ttl,network,40,0.0825944380105,0.0091833975645,2.63677968348e-14,0.0431856773717,0.0431856773717,0.794309776335,0.0302746418607,0.148495006302,8.29891710907e-14,0.0302878461039,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,tcp_flag_pattern,client_browser,40,0.0282971272725,0.0156234535024,0.00907559732241,0.0341987197897,0.0251231224673,0.186856962482,0.0189614135138,0.0401877654828,0.0122496129201,0.0264668826965,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,tcp_flag_pattern,client_browser_and_os,40,0.149011695721,0.147808228279,0.113619887721,0.189919277241,0.0762993895202,0.255969354297,0.132212239731,0.165110907443,0.136790340206,0.175180946325,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,tcp_flag_pattern,client_os,40,0.146082804236,0.15667542086,0.115794133109,0.181996037727,0.0662019046179,0.240842273129,0.127571486199,0.163489576915,0.130433604336,0.175957545977,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,tcp_flag_pattern,network,40,0.0436313332146,0.0321800103783,0.0187622666415,0.0652558721385,0.046493605497,0.19244020353,0.0330581436085,0.0560189752715,0.0229493447657,0.0441632835255,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,tcp_payload_length_bytes,client_browser,40,0.106533600563,0.0951962018721,0.0561036304822,0.144008425634,0.0879047951515,0.293654736736,0.0873429629103,0.127541109801,0.0625794154086,0.129258535068,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,tcp_payload_length_bytes,client_browser_and_os,40,0.298724040423,0.296257641925,0.238304900058,0.338151926969,0.0998470269115,0.49241608842,0.276669327397,0.32244055074,0.259245147042,0.315816110758,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,tcp_payload_length_bytes,client_os,40,0.29755469206,0.283602951383,0.233332769339,0.351450713569,0.11811794423,0.485950445219,0.271956766513,0.324057562146,0.24019974476,0.315423467727,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,tcp_payload_length_bytes,network,40,0.0976681421387,0.0867830536778,0.0584276696481,0.124927656345,0.0664999866974,0.229812682473,0.083266767224,0.113716797091,0.0686572841131,0.111815810639,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,tcp_window_raw,client_browser,40,0.0327062733703,0.0206462734751,0.00780360959765,0.0555170711563,0.0477134615586,0.120834317198,0.0237193009624,0.0424392125068,0.0116320489026,0.0370331825038,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,tcp_window_raw,client_browser_and_os,40,0.0732935346048,0.0739591560201,0.0431092268639,0.101900837983,0.0587916111192,0.164234823967,0.0616527583708,0.0858735367446,0.0482107406848,0.086641878946,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,tcp_window_raw,client_os,40,0.072105981534,0.0654840055459,0.0401450470226,0.0929391293146,0.052794082292,0.161242000629,0.0598914846882,0.0849328974965,0.0474085120621,0.0864042442371,10000,20260824
general_all_sessions_sensitivity,session_balanced,all,tcp_window_raw,network,40,0.0270411657361,0.0187214939293,0.00922084037532,0.0393746454911,0.0301538051157,0.0880952380952,0.0198924179123,0.0346075574295,0.012824297348,0.0271518361149,10000,20260824
general_all_sessions_sensitivity,session_balanced,c2s,frame_length_bytes,client_browser,40,0.176307905692,0.116727878431,0.0977226692882,0.268595623145,0.170872953857,0.423518436299,0.145933286072,0.208721604918,0.106319250431,0.218579751826,10000,20260824
general_all_sessions_sensitivity,session_balanced,c2s,frame_length_bytes,client_browser_and_os,40,0.20953604741,0.191852684209,0.106180583513,0.279108267406,0.172927683893,0.46690270405,0.175861258918,0.245595951098,0.122007912466,0.242138347763,10000,20260824
