pair_id,contrast,protocol_id,left_configuration_id,right_configuration_id,class_name,position,feature,distance_statistic,distance,left_contributing_sessions,right_contributing_sessions,minimum_contributing_sessions,support_status,included_in_primary_summary
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,28,direction,total_variation,0.25974025974,11,7,7,low_support,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,29,direction,total_variation,0.3,8,5,5,low_support,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,30,direction,total_variation,0.125,8,2,2,low_support,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,31,direction,total_variation,,7,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,32,direction,total_variation,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,33,direction,total_variation,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,34,direction,total_variation,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,35,direction,total_variation,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,36,direction,total_variation,,3,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,37,direction,total_variation,,2,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,38,direction,total_variation,,1,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,39,direction,total_variation,,0,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,40,direction,total_variation,,0,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,1,iat_us,two_sample_ks,,0,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,2,iat_us,two_sample_ks,0.0888888888889,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,3,iat_us,two_sample_ks,0.422222222222,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,4,iat_us,two_sample_ks,0.511111111111,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,5,iat_us,two_sample_ks,0.155555555556,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,6,iat_us,two_sample_ks,0.177777777778,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,7,iat_us,two_sample_ks,0.266666666667,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,8,iat_us,two_sample_ks,0.222222222222,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,9,iat_us,two_sample_ks,0.422222222222,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,10,iat_us,two_sample_ks,0.4,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,11,iat_us,two_sample_ks,0.711111111111,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,12,iat_us,two_sample_ks,0.527131782946,43,45,43,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,13,iat_us,two_sample_ks,0.273504273504,39,45,39,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,14,iat_us,two_sample_ks,0.211111111111,30,45,30,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,15,iat_us,two_sample_ks,0.588888888889,30,45,30,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,16,iat_us,two_sample_ks,0.150793650794,28,45,28,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,17,iat_us,two_sample_ks,0.652380952381,28,45,28,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,18,iat_us,two_sample_ks,0.238095238095,28,45,28,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,19,iat_us,two_sample_ks,0.439153439153,27,42,27,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,20,iat_us,two_sample_ks,0.326851851852,27,40,27,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,21,iat_us,two_sample_ks,0.566951566952,27,39,27,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,22,iat_us,two_sample_ks,0.18016194332,26,38,26,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,23,iat_us,two_sample_ks,0.550397877984,26,29,26,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,24,iat_us,two_sample_ks,0.255411255411,22,21,21,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,25,iat_us,two_sample_ks,0.494444444444,20,18,18,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,26,iat_us,two_sample_ks,0.441176470588,17,14,14,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,27,iat_us,two_sample_ks,0.354166666667,16,12,12,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,28,iat_us,two_sample_ks,0.480519480519,11,7,7,low_support,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,29,iat_us,two_sample_ks,0.55,8,5,5,low_support,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,30,iat_us,two_sample_ks,0.5,8,2,2,low_support,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,31,iat_us,two_sample_ks,,7,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,32,iat_us,two_sample_ks,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,33,iat_us,two_sample_ks,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,34,iat_us,two_sample_ks,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,35,iat_us,two_sample_ks,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,36,iat_us,two_sample_ks,,3,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,37,iat_us,two_sample_ks,,2,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,38,iat_us,two_sample_ks,,1,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,39,iat_us,two_sample_ks,,0,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,40,iat_us,two_sample_ks,,0,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,1,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,2,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,3,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,4,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,5,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,6,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,7,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,8,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,9,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,10,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,11,ipv4_ttl,two_sample_ks,0,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,12,ipv4_ttl,two_sample_ks,2.22044604925e-16,43,45,43,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,13,ipv4_ttl,two_sample_ks,0,39,45,39,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,14,ipv4_ttl,two_sample_ks,5.55111512313e-16,30,45,30,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,15,ipv4_ttl,two_sample_ks,5.55111512313e-16,30,45,30,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,16,ipv4_ttl,two_sample_ks,6.66133814775e-16,28,45,28,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,17,ipv4_ttl,two_sample_ks,6.66133814775e-16,28,45,28,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,18,ipv4_ttl,two_sample_ks,6.66133814775e-16,28,45,28,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,19,ipv4_ttl,two_sample_ks,0,27,42,27,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,20,ipv4_ttl,two_sample_ks,2.22044604925e-16,27,40,27,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,21,ipv4_ttl,two_sample_ks,2.22044604925e-16,27,39,27,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,22,ipv4_ttl,two_sample_ks,1.11022302463e-16,26,38,26,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,23,ipv4_ttl,two_sample_ks,0,26,29,26,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,24,ipv4_ttl,two_sample_ks,3.33066907388e-16,22,21,21,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,25,ipv4_ttl,two_sample_ks,0,20,18,18,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,26,ipv4_ttl,two_sample_ks,1.11022302463e-16,17,14,14,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,27,ipv4_ttl,two_sample_ks,0,16,12,12,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,28,ipv4_ttl,two_sample_ks,0,11,7,7,low_support,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,29,ipv4_ttl,two_sample_ks,0,8,5,5,low_support,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,30,ipv4_ttl,two_sample_ks,0,8,2,2,low_support,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,31,ipv4_ttl,two_sample_ks,,7,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,32,ipv4_ttl,two_sample_ks,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,33,ipv4_ttl,two_sample_ks,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,34,ipv4_ttl,two_sample_ks,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,35,ipv4_ttl,two_sample_ks,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,36,ipv4_ttl,two_sample_ks,,3,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,37,ipv4_ttl,two_sample_ks,,2,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,38,ipv4_ttl,two_sample_ks,,1,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,39,ipv4_ttl,two_sample_ks,,0,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,40,ipv4_ttl,two_sample_ks,,0,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,1,signed_ip_total_length_bytes,two_sample_ks,0.955555555556,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,2,signed_ip_total_length_bytes,two_sample_ks,0.0222222222222,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,3,signed_ip_total_length_bytes,two_sample_ks,0.155555555556,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,4,signed_ip_total_length_bytes,two_sample_ks,0.911111111111,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,5,signed_ip_total_length_bytes,two_sample_ks,0.111111111111,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,6,signed_ip_total_length_bytes,two_sample_ks,0.355555555556,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,7,signed_ip_total_length_bytes,two_sample_ks,0.244444444444,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,8,signed_ip_total_length_bytes,two_sample_ks,0.355555555556,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,9,signed_ip_total_length_bytes,two_sample_ks,0.711111111111,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,10,signed_ip_total_length_bytes,two_sample_ks,0.533333333333,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,11,signed_ip_total_length_bytes,two_sample_ks,0.733333333333,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,12,signed_ip_total_length_bytes,two_sample_ks,0.45322997416,43,45,43,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,13,signed_ip_total_length_bytes,two_sample_ks,0.48547008547,39,45,39,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,14,signed_ip_total_length_bytes,two_sample_ks,0.4,30,45,30,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,15,signed_ip_total_length_bytes,two_sample_ks,0.388888888889,30,45,30,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,16,signed_ip_total_length_bytes,two_sample_ks,0.278571428571,28,45,28,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,17,signed_ip_total_length_bytes,two_sample_ks,0.292857142857,28,45,28,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,18,signed_ip_total_length_bytes,two_sample_ks,0.247619047619,28,45,28,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,19,signed_ip_total_length_bytes,two_sample_ks,0.338624338624,27,42,27,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,20,signed_ip_total_length_bytes,two_sample_ks,0.339814814815,27,40,27,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,21,signed_ip_total_length_bytes,two_sample_ks,0.230769230769,27,39,27,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,22,signed_ip_total_length_bytes,two_sample_ks,0.234817813765,26,38,26,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,23,signed_ip_total_length_bytes,two_sample_ks,0.137931034483,26,29,26,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,24,signed_ip_total_length_bytes,two_sample_ks,0.251082251082,22,21,21,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,25,signed_ip_total_length_bytes,two_sample_ks,0.25,20,18,18,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,26,signed_ip_total_length_bytes,two_sample_ks,0.357142857143,17,14,14,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,27,signed_ip_total_length_bytes,two_sample_ks,0.208333333333,16,12,12,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,28,signed_ip_total_length_bytes,two_sample_ks,0.428571428571,11,7,7,low_support,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,29,signed_ip_total_length_bytes,two_sample_ks,0.3,8,5,5,low_support,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,30,signed_ip_total_length_bytes,two_sample_ks,0.25,8,2,2,low_support,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,31,signed_ip_total_length_bytes,two_sample_ks,,7,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,32,signed_ip_total_length_bytes,two_sample_ks,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,33,signed_ip_total_length_bytes,two_sample_ks,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,34,signed_ip_total_length_bytes,two_sample_ks,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,35,signed_ip_total_length_bytes,two_sample_ks,,4,1,1,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,36,signed_ip_total_length_bytes,two_sample_ks,,3,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,37,signed_ip_total_length_bytes,two_sample_ks,,2,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,38,signed_ip_total_length_bytes,two_sample_ks,,1,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,39,signed_ip_total_length_bytes,two_sample_ks,,0,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,40,signed_ip_total_length_bytes,two_sample_ks,,0,0,0,insufficient,false
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,1,tcp_payload_length_bytes,two_sample_ks,0.955555555556,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,2,tcp_payload_length_bytes,two_sample_ks,0.0222222222222,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,3,tcp_payload_length_bytes,two_sample_ks,0.0444444444444,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,4,tcp_payload_length_bytes,two_sample_ks,0.8,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,5,tcp_payload_length_bytes,two_sample_ks,0,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,6,tcp_payload_length_bytes,two_sample_ks,0.355555555556,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,7,tcp_payload_length_bytes,two_sample_ks,0.333333333333,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,8,tcp_payload_length_bytes,two_sample_ks,0.355555555556,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,9,tcp_payload_length_bytes,two_sample_ks,0.444444444444,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,10,tcp_payload_length_bytes,two_sample_ks,0.488888888889,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,11,tcp_payload_length_bytes,two_sample_ks,0.8,45,45,45,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,12,tcp_payload_length_bytes,two_sample_ks,0.429974160207,43,45,43,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,13,tcp_payload_length_bytes,two_sample_ks,0.48547008547,39,45,39,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,14,tcp_payload_length_bytes,two_sample_ks,0.4,30,45,30,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,15,tcp_payload_length_bytes,two_sample_ks,0.388888888889,30,45,30,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,16,tcp_payload_length_bytes,two_sample_ks,0.278571428571,28,45,28,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,17,tcp_payload_length_bytes,two_sample_ks,0.292857142857,28,45,28,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,18,tcp_payload_length_bytes,two_sample_ks,0.247619047619,28,45,28,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,19,tcp_payload_length_bytes,two_sample_ks,0.338624338624,27,42,27,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,20,tcp_payload_length_bytes,two_sample_ks,0.339814814815,27,40,27,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,21,tcp_payload_length_bytes,two_sample_ks,0.205128205128,27,39,27,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,22,tcp_payload_length_bytes,two_sample_ks,0.234817813765,26,38,26,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,23,tcp_payload_length_bytes,two_sample_ks,0.137931034483,26,29,26,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,24,tcp_payload_length_bytes,two_sample_ks,0.251082251082,22,21,21,primary_supported,true
P001,client_browser,general_2026,C26-U-FF-A,C26-U-CR-A,arin.net,25,tcp_payload_length_bytes,two_sample_ks,0.25,20,18,18,primary_supported,true
