feature,contrast,position,count,mean,median,q25,q75,iqr,maximum,minimum_sessions_per_arm,median_minimum_sessions_per_arm
direction,client_browser,20,40,0.140338044327,0.101339285714,0.0444444444444,0.198412698413,0.153968253968,0.711111111111,14,45
direction,client_browser,21,40,0.134473356274,0.12380952381,0.0278388278388,0.2,0.172161172161,0.444444444444,13,45
direction,client_browser,22,40,0.127860322616,0.0820512820513,0.0508838383838,0.171126713781,0.120242875397,0.488888888889,12,45
direction,client_browser,23,39,0.100229198867,0.0666666666667,0.0371212121212,0.150427350427,0.113306138306,0.444444444444,13,45
direction,client_browser,24,37,0.122604201537,0.0837606837607,0.0281385281385,0.163402692778,0.13526416464,0.460704607046,10,45
direction,client_browser,25,36,0.1367406751,0.107016632017,0.0444444444444,0.189743589744,0.145299145299,0.577777777778,13,45
direction,client_browser,26,36,0.140008708172,0.1,0.0404761904762,0.174242424242,0.133766233766,0.504901960784,12,45
direction,client_browser,27,36,0.148161869367,0.111111111111,0.0655677655678,0.185714285714,0.120146520147,0.529411764706,12,45
direction,client_browser,28,34,0.154001833108,0.108401084011,0.0666666666667,0.2,0.133333333333,0.533333333333,10,45
direction,client_browser,29,32,0.136008212068,0.0948717948718,0.0444444444444,0.179132791328,0.134688346883,0.615384615385,12,45
direction,client_browser,30,31,0.114835934639,0.0714285714286,0.0290598290598,0.127642276423,0.0985824473629,0.583333333333,12,45
direction,client_browser,31,31,0.122464673586,0.0873015873016,0.0444444444444,0.144444444444,0.1,0.6,10,45
direction,client_browser,32,30,0.128334572294,0.1,0.0454301075269,0.179539295393,0.134109187866,0.466666666667,22,45
direction,client_browser,33,30,0.138709323833,0.100104231812,0.0498538011696,0.179678848283,0.129825047114,0.437037037037,22,45
direction,client_browser,34,30,0.12650655837,0.10641025641,0.0449730094467,0.192682926829,0.147709917383,0.4,19,45
direction,client_browser,35,30,0.136039379835,0.0888888888889,0.043993993994,0.183333333333,0.139339339339,0.536752136752,19,45
direction,client_browser,36,30,0.135060272718,0.125874599655,0.0462059620596,0.167950513539,0.121744551479,0.425925925926,18,44
direction,client_browser,37,30,0.11510852292,0.0888888888889,0.0444444444444,0.168207282913,0.123762838469,0.455555555556,17,44
direction,client_browser,38,30,0.115952109815,0.0700854700855,0.0270018352168,0.162719298246,0.135717463029,0.411931818182,12,44
direction,client_browser,39,30,0.125037042341,0.0792559743779,0.0564393939394,0.155555555556,0.0991161616162,0.545454545455,11,42
direction,client_browser,40,29,0.0963621113941,0.0576923076923,0.0222222222222,0.133333333333,0.111111111111,0.355555555556,17,43
direction,client_os,1,40,0.0676984126984,0,0,0.00555555555556,0.00555555555556,0.488888888889,35,45
direction,client_os,2,40,0.223399148277,0.177777777778,0.0539682539683,0.338888888889,0.284920634921,0.666666666667,35,45
direction,client_os,3,40,0.170518776616,0.133333333333,0.0444444444444,0.244037940379,0.199593495935,0.533333333333,35,45
direction,client_os,4,40,0.743615950445,0.8,0.583468834688,0.888888888889,0.305420054201,1,35,45
direction,client_os,5,40,0.278066202091,0.256368563686,0.105555555556,0.45,0.344444444444,0.755555555556,35,45
direction,client_os,6,40,0.14547812621,0.1,0.0444444444444,0.244444444444,0.2,0.644444444444,35,45
direction,client_os,7,40,0.391877661634,0.418428184282,0.194444444444,0.577777777778,0.383333333333,0.711111111111,35,45
direction,client_os,8,40,0.376618273326,0.418428184282,0.216666666667,0.538153310105,0.321486643438,0.688888888889,35,45
direction,client_os,9,40,0.341634111146,0.333333333333,0.105555555556,0.517479674797,0.411924119241,0.911111111111,35,45
direction,client_os,10,40,0.25120094675,0.210101010101,0.0833333333333,0.377777777778,0.294444444444,0.777777777778,33,45
direction,client_os,11,40,0.203298031225,0.188888888889,0.0833333333333,0.273170731707,0.189837398374,0.577777777778,29,45
direction,client_os,12,40,0.264711149483,0.222222222222,0.111111111111,0.383333333333,0.272222222222,0.733333333333,21,45
direction,client_os,13,40,0.18756566755,0.153968253968,0.0880341880342,0.274390243902,0.186356055868,0.644444444444,20,45
direction,client_os,14,40,0.293542566038,0.247286821705,0.112260536398,0.45,0.337739463602,0.866666666667,20,45
direction,client_os,15,40,0.226951920912,0.190490268539,0.111111111111,0.289837398374,0.178726287263,0.688888888889,20,45
direction,client_os,16,40,0.390281765734,0.425396825397,0.214634146341,0.49,0.275365853659,0.977777777778,19,45
direction,client_os,17,40,0.269573842126,0.259126984127,0.176016260163,0.380420483909,0.204404223746,0.666666666667,16,45
direction,client_os,18,40,0.335625737836,0.333333333333,0.209523809524,0.430952380952,0.221428571429,0.888888888889,16,44
direction,client_os,19,40,0.292679237644,0.280952380952,0.133333333333,0.426388888889,0.293055555556,0.711111111111,16,42
direction,client_os,20,40,0.294200487496,0.268356374808,0.141666666667,0.440379403794,0.298712737127,0.688888888889,14,41.5
direction,client_os,21,40,0.319088629212,0.311103979461,0.127777777778,0.457984705353,0.330206927575,0.911111111111,13,40.5
direction,client_os,22,40,0.324880799856,0.360256410256,0.230555555556,0.461748179078,0.231192623523,0.522222222222,12,39
direction,client_os,23,39,0.320019931558,0.357509627728,0.14264520202,0.47619047619,0.33354527417,0.622222222222,10,38
direction,client_os,24,36,0.306674963094,0.333333333333,0.196464646465,0.433632862644,0.23716821618,0.577777777778,10,38.5
direction,client_os,25,35,0.315968188502,0.355555555556,0.155555555556,0.441666666667,0.286111111111,0.733333333333,11,39
direction,client_os,26,34,0.294284762605,0.277151668068,0.180718954248,0.377777777778,0.197058823529,0.65,10,39
direction,client_os,27,34,0.301397029982,0.32536703407,0.130352303523,0.439194139194,0.308841835671,0.733333333333,10,37
direction,client_os,28,30,0.317749901875,0.3,0.183333333333,0.432828282828,0.249494949495,0.888888888889,10,40
direction,client_os,29,27,0.279998419534,0.288888888889,0.155555555556,0.4,0.244444444444,0.6,12,41
direction,client_os,30,25,0.291650200975,0.256060606061,0.222222222222,0.347967479675,0.125745257453,0.733333333333,12,44
direction,client_os,31,25,0.247789856017,0.261538461538,0.2,0.311111111111,0.111111111111,0.6,10,42
direction,client_os,32,24,0.302096437541,0.322222222222,0.205376344086,0.406605691057,0.201229346971,0.722222222222,12,42
direction,client_os,33,23,0.237239988463,0.217948717949,0.114743589744,0.363956639566,0.249213049823,0.488888888889,12,42
direction,client_os,34,23,0.291913487365,0.288888888889,0.197352511987,0.377777777778,0.180425265791,0.688888888889,12,41
direction,client_os,35,22,0.279736291196,0.250555555556,0.163568376068,0.388888888889,0.225320512821,0.622222222222,12,39
direction,client_os,36,22,0.259723766791,0.18547008547,0.0944444444444,0.358207070707,0.263762626263,0.708333333333,12,38
direction,client_os,37,21,0.276401782319,0.256060606061,0.177777777778,0.377777777778,0.2,0.502525252525,10,36
direction,client_os,38,21,0.227938439568,0.213888888889,0.0959595959596,0.295726495726,0.199766899767,0.644444444444,10,36
direction,client_os,39,20,0.234858578694,0.205555555556,0.0666666666667,0.340621675027,0.27395500836,0.664646464646,11,37
direction,client_os,40,19,0.270756593783,0.264082687339,0.166666666667,0.360069444444,0.193402777778,0.644444444444,17,38
direction,client_browser_and_os,1,40,0.0676984126984,0,0,0.00555555555556,0.00555555555556,0.488888888889,35,45
direction,client_browser_and_os,2,40,0.224827719706,0.177777777778,0.0539682539683,0.361111111111,0.307142857143,0.688888888889,35,45
direction,client_browser_and_os,3,40,0.172740998839,0.155555555556,0.0550522648084,0.244444444444,0.189392179636,0.533333333333,35,45
direction,client_browser_and_os,4,40,0.743615950445,0.811111111111,0.627777777778,0.895238095238,0.26746031746,1,35,45
direction,client_browser_and_os,5,40,0.279653503678,0.209756097561,0.0975609756098,0.394444444444,0.296883468835,0.755555555556,35,45
direction,client_browser_and_os,6,40,0.155311653117,0.112698412698,0.0715447154472,0.205555555556,0.134010840108,0.577777777778,35,45
direction,client_browser_and_os,7,40,0.395369725126,0.421602787456,0.238482384824,0.505555555556,0.267073170732,0.688888888889,35,45
direction,client_browser_and_os,8,40,0.370745257453,0.439682539683,0.194444444444,0.538888888889,0.344444444444,0.755555555556,35,45
direction,client_browser_and_os,9,40,0.367514869954,0.333333333333,0.188888888889,0.561111111111,0.372222222222,0.888888888889,35,45
direction,client_browser_and_os,10,40,0.253423168972,0.232323232323,0.105555555556,0.338888888889,0.233333333333,0.822222222222,33,45
direction,client_browser_and_os,11,40,0.189964697892,0.151340996169,0.0666666666667,0.272222222222,0.205555555556,0.644444444444,29,45
direction,client_browser_and_os,12,40,0.24938013903,0.19864498645,0.119387391242,0.364227642276,0.244840251034,0.688888888889,21,45
direction,client_browser_and_os,13,40,0.150756724461,0.1,0.0621951219512,0.182638888889,0.120443766938,0.777777777778,20,45
direction,client_browser_and_os,14,40,0.309307180827,0.266666666667,0.155555555556,0.405555555556,0.25,0.822222222222,20,45
direction,client_browser_and_os,15,40,0.20477228483,0.177777777778,0.0859912445278,0.273170731707,0.187179487179,0.622222222222,20,45
direction,client_browser_and_os,16,40,0.383615099067,0.407692307692,0.277334809893,0.472222222222,0.194887412329,0.837209302326,19,45
direction,client_browser_and_os,17,40,0.276132107709,0.271428571429,0.155555555556,0.377777777778,0.222222222222,0.888888888889,16,45
direction,client_browser_and_os,18,40,0.316641914642,0.29898989899,0.14719142646,0.444444444444,0.297253017985,0.904273504274,16,44
direction,client_browser_and_os,19,40,0.259659251194,0.236458333333,0.0715447154472,0.377777777778,0.306233062331,0.866666666667,16,42
direction,client_browser_and_os,20,40,0.310115928198,0.297188346883,0.190153568202,0.412801932367,0.222648364165,0.688888888889,14,41.5
direction,client_browser_and_os,21,40,0.33092623605,0.31746031746,0.205555555556,0.448198621554,0.242643065998,0.755555555556,13,40.5
direction,client_browser_and_os,22,40,0.324880799856,0.344596443228,0.266666666667,0.411111111111,0.144444444444,0.533333333333,12,39
direction,client_browser_and_os,23,39,0.31685857956,0.349425287356,0.112403100775,0.45872297637,0.346319875595,0.65811965812,10,38
direction,client_browser_and_os,24,36,0.304889786512,0.3,0.206854256854,0.425,0.218145743146,0.504761904762,10,38.5
direction,client_browser_and_os,25,35,0.314244832493,0.311111111111,0.179790940767,0.433333333333,0.253542392567,0.622222222222,11,39
direction,client_browser_and_os,26,34,0.313098954948,0.313550135501,0.216405008878,0.424509803922,0.208104795044,0.694444444444,10,39
direction,client_browser_and_os,27,34,0.273317505489,0.282295482295,0.127777777778,0.388888888889,0.261111111111,0.580952380952,10,37
direction,client_browser_and_os,28,30,0.329707573833,0.308547008547,0.222222222222,0.394444444444,0.172222222222,0.8,10,40
direction,client_browser_and_os,29,27,0.29123968755,0.311111111111,0.190990990991,0.388888888889,0.197897897898,0.488888888889,12,41
direction,client_browser_and_os,30,25,0.281413078835,0.288888888889,0.2,0.347967479675,0.147967479675,0.777777777778,12,44
direction,client_browser_and_os,31,25,0.228110245654,0.244444444444,0.152777777778,0.288888888889,0.136111111111,0.4,10,42
direction,client_browser_and_os,32,24,0.304993864753,0.269647696477,0.238888888889,0.429964221825,0.191075332936,0.722222222222,12,42
direction,client_browser_and_os,33,23,0.240817896172,0.244444444444,0.146825396825,0.320189701897,0.173364305072,0.511111111111,12,42
direction,client_browser_and_os,34,23,0.306478102856,0.304093567251,0.192929292929,0.399561403509,0.206632110579,0.587179487179,12,41
direction,client_browser_and_os,35,22,0.290159266355,0.302564102564,0.177182539683,0.364796614797,0.187614075114,0.607692307692,12,39
direction,client_browser_and_os,36,22,0.262627807195,0.271078771079,0.171111111111,0.373634721196,0.202523610085,0.527777777778,12,39
direction,client_browser_and_os,37,21,0.272168978086,0.288888888889,0.133333333333,0.355555555556,0.222222222222,0.633333333333,10,36
direction,client_browser_and_os,38,21,0.228202989833,0.222222222222,0.111111111111,0.311111111111,0.2,0.491503267974,10,36
direction,client_browser_and_os,39,20,0.228300313112,0.209302325581,0.106937799043,0.293162393162,0.186224594119,0.620202020202,11,37
direction,client_browser_and_os,40,19,0.256983559206,0.223754789272,0.133348533212,0.361111111111,0.227762577899,0.544444444444,17,38
direction,network,1,40,0.0303968253968,0,0,0,0,0.422222222222,35,45
direction,network,2,40,0.106577622919,0.0285714285714,0,0.172222222222,0.172222222222,0.444444444444,35,45
direction,network,3,40,0.138439798684,0.10433604336,0.0404761904762,0.244444444444,0.203968253968,0.4,35,45
direction,network,4,40,0.100874951607,0.0873015873016,0.0222222222222,0.138888888889,0.116666666667,0.444444444444,35,45
direction,network,5,40,0.144341850561,0.111111111111,0.0611111111111,0.220189701897,0.159078590786,0.377777777778,35,45
direction,network,6,40,0.12366627952,0.0888888888889,0.0444444444444,0.183333333333,0.138888888889,0.377777777778,35,45
direction,network,7,40,0.174579945799,0.133333333333,0.0476964769648,0.289837398374,0.242140921409,0.577777777778,35,45
direction,network,8,40,0.15119047619,0.111111111111,0.0444444444444,0.232404181185,0.18795973674,0.466666666667,35,45
direction,network,9,40,0.215795938479,0.188888888889,0.0833333333333,0.355555555556,0.272222222222,0.592929292929,35,45
direction,network,10,40,0.137037535635,0.0975609756098,0.0444444444444,0.2,0.155555555556,0.4,33,45
direction,network,11,40,0.202884702031,0.155555555556,0.0611111111111,0.305654761905,0.244543650794,0.644444444444,29,45
direction,network,12,40,0.219587058769,0.177777777778,0.0888888888889,0.29593495935,0.207046070461,0.711111111111,21,45
direction,network,13,40,0.183431052166,0.144444444444,0.0666666666667,0.266666666667,0.2,0.647863247863,20,45
direction,network,14,40,0.231383560964,0.222222222222,0.15,0.298611111111,0.148611111111,0.536585365854,20,45
direction,network,15,40,0.178283537553,0.155555555556,0.0666666666667,0.266666666667,0.2,0.6,20,45
direction,network,16,40,0.153270495831,0.112698412698,0.0571428571429,0.2,0.142857142857,0.511111111111,19,45
direction,network,17,40,0.14890680591,0.138095238095,0.0672531769306,0.205555555556,0.138302378625,0.4,16,45
direction,network,18,40,0.118748069696,0.0794425087108,0.0289377289377,0.177777777778,0.14884004884,0.488888888889,16,45
direction,network,19,40,0.130300709911,0.111111111111,0.0539682539683,0.18446969697,0.130501443001,0.341829085457,16,45
direction,network,20,40,0.151419819471,0.137037037037,0.075641025641,0.205555555556,0.129914529915,0.377777777778,14,45
direction,network,21,40,0.147578044099,0.128205128205,0.0444444444444,0.229140983088,0.184696538644,0.444444444444,13,45
direction,network,22,40,0.132598125879,0.0981123981124,0.0390749601276,0.183333333333,0.144258373206,0.444444444444,12,45
direction,network,23,39,0.145218578352,0.127648578811,0.0747126436782,0.205982905983,0.131270262305,0.466666666667,10,45
direction,network,24,37,0.138892600667,0.1,0.0604651162791,0.207792207792,0.147327091513,0.577777777778,10,45
direction,network,25,36,0.113625785623,0.0761904761905,0.0444444444444,0.134051421551,0.089606977107,0.6,11,45
direction,network,26,35,0.132104701022,0.0888888888889,0.0666666666667,0.161111111111,0.0944444444444,0.511111111111,10,45
direction,network,27,35,0.141099164749,0.100174216028,0.0532356532357,0.188888888889,0.135653235653,0.555555555556,10,45
direction,network,28,33,0.104272643278,0.0888888888889,0.0273504273504,0.155555555556,0.128205128205,0.533333333333,12,45
direction,network,29,32,0.115689740702,0.0853408029879,0.0444444444444,0.161111111111,0.116666666667,0.466666666667,12,45
direction,network,30,31,0.109175047751,0.0888888888889,0.0516412601626,0.122222222222,0.0705809620596,0.466666666667,12,45
direction,network,31,31,0.114929578207,0.0940170940171,0.040404040404,0.133333333333,0.0929292929293,0.488888888889,12,45
direction,network,32,31,0.132713867295,0.0888888888889,0.0666666666667,0.178331704138,0.111665037471,0.533333333333,12,45
direction,network,33,30,0.107602942457,0.0732422573493,0.0444444444444,0.144444444444,0.1,0.466666666667,22,45
direction,network,34,30,0.111735207437,0.0820512820513,0.0444444444444,0.15243902439,0.107994579946,0.488888888889,19,45
direction,network,35,30,0.122030349942,0.0932249322493,0.0444444444444,0.158068489776,0.113624045331,0.6,19,45
direction,network,36,30,0.139466197947,0.120328282828,0.05,0.19188034188,0.14188034188,0.592592592593,18,44
direction,network,37,30,0.120526895397,0.1,0.0277777777778,0.181810754605,0.154032976827,0.4,17,44
direction,network,38,30,0.138269684166,0.106307435255,0.0666666666667,0.169823232323,0.103156565657,0.568181818182,12,44
direction,network,39,30,0.108850691072,0.0854512870642,0.0432810017755,0.133333333333,0.0900523315578,0.377777777778,11,43
direction,network,40,29,0.0934080905241,0.0666666666667,0.0354122621564,0.140740740741,0.105328478584,0.4,18,43
direction,temporal,1,20,0.0366666666667,0,0,0,0,0.311111111111,45,45
direction,temporal,2,20,0.0355555555556,0,0,0.0222222222222,0.0222222222222,0.333333333333,45,45
direction,temporal,3,20,0.151111111111,0.0777777777778,0.0444444444444,0.272222222222,0.227777777778,0.422222222222,45,45
direction,temporal,4,20,0.217777777778,0.233333333333,0.0444444444444,0.294444444444,0.25,0.555555555556,45,45
direction,temporal,5,20,0.205555555556,0.177777777778,0.0888888888889,0.294444444444,0.205555555556,0.555555555556,45,45
direction,temporal,6,20,0.212222222222,0.177777777778,0.111111111111,0.355555555556,0.244444444444,0.444444444444,45,45
direction,temporal,7,20,0.206666666667,0.255555555556,0.0777777777778,0.272222222222,0.194444444444,0.422222222222,45,45
direction,temporal,8,20,0.313457653458,0.322222222222,0.166666666667,0.416666666667,0.25,0.577777777778,33,45
direction,temporal,9,20,0.250698924731,0.233333333333,0.0611111111111,0.406272401434,0.345161290323,0.622222222222,30,45
direction,temporal,10,20,0.26757961232,0.255555555556,0.105555555556,0.348780487805,0.243224932249,0.622222222222,15,45
direction,temporal,11,20,0.180874220229,0.150368405541,0.0555555555556,0.222868217054,0.167312661499,0.577777777778,15,45
direction,temporal,12,20,0.169073098841,0.12498897082,0.0599616858238,0.235620915033,0.175659229209,0.622222222222,14,45
direction,temporal,13,20,0.185307249558,0.0902777777778,0.0429292929293,0.334615384615,0.291686091686,0.622222222222,14,45
direction,temporal,14,20,0.151278074281,0.0909090909091,0.0499624624625,0.260310077519,0.210347615057,0.422222222222,12,40.5
direction,temporal,15,20,0.1697330441,0.146534097292,0.0866161616162,0.239583333333,0.152967171717,0.377777777778,12,34
direction,temporal,16,20,0.14916165401,0.100041356493,0.0430555555556,0.225833333333,0.182777777778,0.444444444444,12,31.5
direction,temporal,17,20,0.159274119314,0.130484814186,0.065826873385,0.222338533114,0.156511659729,0.402867383513,12,31
direction,temporal,18,20,0.149052210477,0.110959112327,0.0761904761905,0.204258241758,0.128067765568,0.444444444444,12,28
direction,temporal,19,20,0.181650364238,0.158521021021,0.0865079365079,0.231481481481,0.144973544974,0.4039408867,12,27
direction,temporal,20,20,0.146052593706,0.121695997239,0.067803030303,0.183189033189,0.115386002886,0.5,12,25.5
direction,temporal,21,20,0.114662554012,0.0777777777778,0.0174182139699,0.162301587302,0.144883373332,0.425,12,21.5
direction,temporal,22,20,0.187523952332,0.217694805195,0.120833333333,0.244898677174,0.124065343841,0.362857142857,12,19
direction,temporal,23,20,0.154483229762,0.127816492451,0.0689033189033,0.210218253968,0.141314935065,0.526232114467,12,18.5
direction,temporal,24,20,0.122371546475,0.107450980392,0.0554006451065,0.182846320346,0.12744567524,0.277777777778,12,17
direction,temporal,25,20,0.162361185211,0.103594771242,0.0638888888889,0.178571428571,0.114682539683,0.657142857143,10,16
direction,temporal,26,19,0.13886982908,0.107142857143,0.0861111111111,0.194444444444,0.108333333333,0.4,12,16
direction,temporal,27,19,0.165411388145,0.141762452107,0.0833333333333,0.222803617571,0.139470284238,0.5625,12,15
direction,temporal,28,17,0.180756939661,0.199346405229,0.0818181818182,0.266666666667,0.184848484848,0.350912778905,10,15
direction,temporal,29,14,0.207022892256,0.190476190476,0.150464228754,0.228819444444,0.0783552156907,0.455128205128,11,14.5
direction,temporal,30,14,0.151734996858,0.107034632035,0.0818597560976,0.223397435897,0.1415376798,0.388235294118,10,12.5
direction,temporal,31,12,0.192235888042,0.212229437229,0.150575880759,0.248706896552,0.0981310157929,0.352173913043,10,13
direction,temporal,32,11,0.182792851667,0.183333333333,0.147450110865,0.225,0.0775498891353,0.321739130435,10,14
direction,temporal,33,10,0.247819529738,0.240972222222,0.0828063651465,0.299404761905,0.216598396758,0.65,10,14
direction,temporal,34,9,0.206946670727,0.216666666667,0.150717703349,0.287878787879,0.13716108453,0.338815789474,11,12
direction,temporal,35,9,0.147994292036,0.0921409214092,0.0555555555556,0.2,0.144444444444,0.5,10,12
direction,temporal,36,8,0.161165887749,0.116701631702,0.0448774667525,0.257482078853,0.212604612101,0.416666666667,10,12.5
direction,temporal,37,6,0.136532373931,0.14244056597,0.108613445378,0.150658308195,0.0420448628169,0.218461538462,10,13.5
direction,temporal,38,6,0.161094071687,0.164825581395,0.0580043859649,0.267829457364,0.209825071399,0.289915966387,10,12.5
direction,temporal,39,5,0.191143330702,0.0511363636364,0.0294117647059,0.18018018018,0.150768415474,0.678321678322,11,13
direction,temporal,40,4,0.114015705397,0.088596886984,0.068648018648,0.133964573733,0.0653165550847,0.245535714286,12,13.5
iat_us,client_browser,2,40,0.212253193961,0.183275261324,0.133333333333,0.294444444444,0.161111111111,0.422222222222,35,45
iat_us,client_browser,3,40,0.474610917538,0.444444444444,0.305555555556,0.672222222222,0.366666666667,0.977777777778,35,45
iat_us,client_browser,4,40,0.392200929152,0.360317460317,0.238888888889,0.516666666667,0.277777777778,0.822222222222,35,45
iat_us,client_browser,5,40,0.261746031746,0.244444444444,0.194444444444,0.294444444444,0.1,0.622222222222,35,45
iat_us,client_browser,6,40,0.333674022455,0.311111111111,0.214634146341,0.405555555556,0.190921409214,0.711111111111,35,45
iat_us,client_browser,7,40,0.303997289973,0.244444444444,0.17619047619,0.427777777778,0.251587301587,0.644444444444,35,45
iat_us,client_browser,8,40,0.388681765389,0.4,0.288888888889,0.471428571429,0.18253968254,0.8,35,45
iat_us,client_browser,9,40,0.366703445606,0.342160278746,0.266666666667,0.422222222222,0.155555555556,0.955555555556,35,45
iat_us,client_browser,10,40,0.307475539366,0.290785907859,0.244444444444,0.355555555556,0.111111111111,0.822222222222,33,45
iat_us,client_browser,11,40,0.321760900183,0.255555555556,0.2,0.433333333333,0.233333333333,0.755555555556,29,45
iat_us,client_browser,12,40,0.276199774947,0.266666666667,0.155555555556,0.341463414634,0.185907859079,0.822222222222,21,45
iat_us,client_browser,13,40,0.258667795585,0.244444444444,0.190785907859,0.316666666667,0.125880758808,0.577777777778,20,45
iat_us,client_browser,14,40,0.28945477586,0.27619047619,0.17619047619,0.377777777778,0.201587301587,0.555555555556,20,45
iat_us,client_browser,15,40,0.283952825734,0.266666666667,0.183061335509,0.338888888889,0.15582755338,0.8,20,45
iat_us,client_browser,16,40,0.244185311419,0.217361111111,0.170731707317,0.333333333333,0.162601626016,0.6,19,45
iat_us,client_browser,17,40,0.265587821171,0.233062330623,0.177777777778,0.316359447005,0.138581669227,0.844444444444,16,45
iat_us,client_browser,18,40,0.256871499588,0.233333333333,0.171254355401,0.288888888889,0.117634533488,0.622222222222,16,45
iat_us,client_browser,19,40,0.282966834785,0.268292682927,0.192857142857,0.346031746032,0.153174603175,0.844444444444,16,45
iat_us,client_browser,20,40,0.249439135319,0.244173441734,0.155555555556,0.333333333333,0.177777777778,0.466666666667,14,45
iat_us,client_browser,21,40,0.281235208581,0.270833333333,0.17619047619,0.341964285714,0.165773809524,0.666666666667,13,45
iat_us,client_browser,22,40,0.266966114641,0.225581395349,0.177777777778,0.333333333333,0.155555555556,0.555555555556,12,45
iat_us,client_browser,23,39,0.258144784821,0.236363636364,0.177124183007,0.298590347725,0.121466164718,0.555555555556,13,45
iat_us,client_browser,24,37,0.238134075339,0.215503875969,0.114285714286,0.333333333333,0.219047619048,0.6,10,45
iat_us,client_browser,25,36,0.285918422654,0.266666666667,0.2,0.384523809524,0.184523809524,0.538888888889,13,45
iat_us,client_browser,26,36,0.276856398082,0.273232323232,0.159722222222,0.373015873016,0.213293650794,0.511111111111,12,45
iat_us,client_browser,27,36,0.266555513767,0.220867208672,0.133333333333,0.355555555556,0.222222222222,0.688888888889,12,45
iat_us,client_browser,28,34,0.267279913793,0.241747266611,0.152991452991,0.369047619048,0.216056166056,0.577777777778,10,45
iat_us,client_browser,29,32,0.272215602414,0.208927108927,0.15325203252,0.344444444444,0.191192411924,0.666666666667,12,45
iat_us,client_browser,30,31,0.255159026787,0.169191919192,0.118681318681,0.360426829268,0.241745510587,0.733333333333,12,45
iat_us,client_browser,31,31,0.263740882476,0.222222222222,0.122222222222,0.383333333333,0.261111111111,0.69593495935,10,45
iat_us,client_browser,32,30,0.253138997429,0.214605734767,0.159349593496,0.380490956072,0.221141362576,0.577777777778,22,45
iat_us,client_browser,33,30,0.236442974154,0.2,0.138888888889,0.319041218638,0.180152329749,0.622222222222,22,45
iat_us,client_browser,34,30,0.268950135048,0.240650406504,0.177777777778,0.354700854701,0.176923076923,0.684848484848,19,45
iat_us,client_browser,35,30,0.233436519244,0.195726495726,0.135714285714,0.326549276549,0.190834990835,0.576068376068,19,45
iat_us,client_browser,36,30,0.246709498578,0.217417417417,0.116386865167,0.373333333333,0.256946468166,0.511111111111,18,44
iat_us,client_browser,37,30,0.275875422107,0.259016636958,0.159715380405,0.373937908497,0.214222528092,0.616161616162,17,44
iat_us,client_browser,38,30,0.275026260357,0.229337712096,0.168998716303,0.341145833333,0.17214711703,0.788888888889,12,44
iat_us,client_browser,39,30,0.294184804962,0.279911462806,0.155176767677,0.383880678708,0.228703911031,0.744444444444,11,42
iat_us,client_browser,40,29,0.288764862311,0.263247863248,0.154882154882,0.377777777778,0.222895622896,0.844444444444,17,43
iat_us,client_os,2,40,0.793689508324,0.811111111111,0.7,0.894444444444,0.194444444444,1,35,45
